userName,review,date,isEdited,title,rating,app_name,app_id
🥺Tiny Cherrio🥲,"Okay, so, I have a channel with almost 600 subscribers.  I’ve had my channel for about 8 months. I post five nights at Freddy’s videos and the blood is usually pink. And if it’s red, it is really bright.  So I just got my first strike.  It’s for abuse. I have not one video with abuse-  people keep spam reporting me because they disagree with my video.   It kinda hurts too see people doing that because I can’t ever imagine losing all my subscribers.  I love each one of them.  And,  I need this too stop…  I really don’t like this.  Please fix this, and if you can you remove it?  Sorry,  I just work really hard and can’t even breathe when I get them because people keep spam reporting me… please help <33",2022-03-15 23:24:20,False,This is a problem.,2,youtube-watch-listen-stream,544007664
cme100160,"While i really like You Tube it doesn't work so great on my iPhone. Especially after Facebook came out with their own browser to play yt videos in which they have a button to play video in the yt app, but it dont work, forcing me to watch in the fb browser which doesn't go full screen. You can blame fb you can blame yt you can blame apple you can blame google but blame fixes nothing.
Also... i have premium service with yt & i find it amazing its so difficult to pay my bill when i update payment method. It should be a no brainer to make payment easy.",2022-01-23 02:55:35,False,Combatability,4,youtube-watch-listen-stream,544007664
joae torres,"I enjoy Facebook thank you Facebook you are So much help. Every time I need to find something out or trying to watch a video I resolveI it by asking I ask of your expertise and with no problem Facebook has my back and guides me With the understandable language, I understand no problem If it’s Simple or minor Or difficult problems. You are a guide to myself and others either if it’s a video or wording You find it and for that I am thankful.👏🏼 So hooray🙌 for the big ¡¡¡""«F+B»”!!! thanks a lot. thumbs up👍🏼😁👊🏼",2022-09-23 06:11:13,False,Thank you Facebook thanks,5,youtube-watch-listen-stream,544007664
Ilene Wilder,"I do enjoy a lot of things, but there is someone who puts out videos of What Happened to… type videos like one on Mary Chapin Carpenter that has an awful picture and is absolute nonsense, and degrading that should be removed.   Filled with false statements, she has never gone away and has continued throughout her career to sell out venues and put out fantastic albums as well,  comments under are people saying she is fine.   He now ends it with she is doing better or whatever.   These videos should be banned.",2022-09-04 12:40:39,False,Enjoy,5,youtube-watch-listen-stream,544007664
Kartik92,"Overall can’t complain. You’ve had some rough times over the years, but it’s a great app and you should be proud of yourselves. One little thing - is it possible for you to change the light and dark mode settings for this app to be automatic like other apps? (iBooks, Evernote, Apple News, etc) That would be great.

EDIT: took four stars off because my favorites playlist of 1500+ videos is missing entirely. Please fix this ASAP, this is ridiculous what you guys are doing",2022-01-13 12:17:04,False,Essential for any phone user!,5,youtube-watch-listen-stream,544007664
"inkstainedwretch ,retd.","When you watch “even more cat videos” GOOGLE is playing Big Brother and watching what you watch, making a list and selling it twice or 20 times, maybe 100, to list sellers who mash it with public and private data about YOU and anyone you might use a “free” Google service to contact.
Look guys, I’ll pay you to use the service in return for burning my file after presenting me with a copy, including a list of where it was sold on to.
You’ll probably make more money that way - those of us who still believe in privacy to view web sites work through anonymous VPNs and NEVER click on your ads, and clean our machines daily.",2022-09-03 02:48:40,False,"5 for content, zero for misuse of data",2,youtube-watch-listen-stream,544007664
Thinker9999,"Needs Apple Watch app so I can listen to podcasts while exercising without the need of my phone. Also, ability to add to watch later list or hide videos with left and right swipes. Most of the time videos gets stuck in “waiting to download” but never download. Finally, we need an option to filter out videos on the subscription and home feed pages that are already on our watch later list. I don’t get why I would be suggested videos that are already on my playlist or that I have already watched. Bring back the picture-in-picture and dislike button!",2022-06-30 14:50:11,False,No Apple Watch app,3,youtube-watch-listen-stream,544007664
MySaviorLives21,"Good functionality. A lot of great changes from the development team over the past six months. Whoever if there would be a possibility to change which play speeds were visible when you click into this from an iPhone. When the phone is vertical it shows all of the play speeds but when it is horizontal, which most videos take advantage of, you always have to scroll down to go to the 2.0 Speed. It would make sense to change the initial orientation to not show the. 25 since this is a very seldomly selected speed for most people.",2022-04-25 00:56:19,False,Good app,4,youtube-watch-listen-stream,544007664
Farm Assist,"I enjoy you tube tremendously, but the continuous offering of subject matter that does not interest me, and is also slow to remove is getting tiresome to say the least. Why not credit people for having a brain, and offering an annual checklist of subjects to pick from? I am a seventy year old retired toolmaker and farmer, who has little interest in the oddities of the big cities on either coast. If I should change my mind, I can for those subjects. I do understand that it’s business, but if I hang up the phone, who will you bother after that? Thank you,",2022-03-16 22:12:04,False,You tube suggestions,4,youtube-watch-listen-stream,544007664
ameliamoore is happy,"It’s obviously amazing how this app puts together my favorite YouTubers but there are a few minors about this app especially about the bugs
1. I absolutely hate the fact that there is an age restrictions in many videos I really like or seem interested in
2. When my iPad shuts turns off or I get out of the app when I get back to resume my video the whole video is black I can still hear it just not watch it. I only need this to be fixed and the age restrictions needs to be cut back a Little bit.
Please fix these bugs I would appreciate it. Sincerely a user",2022-01-02 17:12:18,False,Great,4,youtube-watch-listen-stream,544007664
southtown piano,About 3 months ago I was looking for something to do to share some of the cool experiences I was having enjoying my hobby. So I started a car channel and now every week after I upload my newest video I get to read the comments and interact with other cool people who share my passions and views all over the world. Now if I could only get to 1000 subs to start getting some money for my content so I could afford to make more content! But I am well on my way!!! Easy platform to use!,2022-07-20 11:34:30,False,Becoming a YouTubers is fun!,5,youtube-watch-listen-stream,544007664
Cmdmdgd,So when I try to record a video every single time when I go to look at the clip the volume is for some reason down and then after that the volume is back up like I could still put the volume so down and stuff like that so I don’t know why it keeps on doing that and every clip I record it does that so I don’t know why it’s doing that but you do need to fix that because that’s getting annoying I don’t know if it’s happening just to me or to other people but all I know is that it keeps on doing that and it’s really annoying!,2022-08-10 00:21:15,False,The volume,4,youtube-watch-listen-stream,544007664
Octo Chara,"I really like this app, I really wish there was an option to filter out the new videos and show the old ones so people like me can easily find the vids they used to watch as a kid for nostalgia.

Edit: Please remove the stupid bot accounts that are littered around the shorts section. They go against your rules and I’m tired of reporting them. I highly doubt you’re making money from those bots, and you’d be financially better off relying on the people that actually make content worth watching.",2022-07-18 19:41:32,False,NOstalgia + Shorts bots,5,youtube-watch-listen-stream,544007664
YT Take Action,"All these channels need to go. They constantly harass The Real Comedienne Latrese Allen, her children, dog, and anyone connected to her. It’s been reported, but YT does nothing. I ask that you give immediate attention to the channels listed above. They use name’s instead of her name but if you go back and watch previous videos, you will see the severity of it. YT maybe included in lawsuit because it’s been reported and nothing was done. Pages need to be shut down indefinitely!!!! It’s serious. Have investigators to watch.",2022-06-18 16:03:34,False,"ChoppingitupwithRos, AsktheOG, IamMissLaeLae, 1MandBandTV, 1MBTV2.0",5,youtube-watch-listen-stream,544007664
Domsboysof6,"After all my son endures on a daily basis with the loss of his mother due to Covid, with questions why did this have to happen n struggles of mama not being involved in every day activities such as sport and academics and wanting to be with her so much that at time his depression gets the better of him.. As a single dad it’s never been so hard to be strong for my son when I want to break down with him.. I’ve made it my responsibility as a father n a God fearing man to love n hold my sons not only when they need it the most but all times.",2022-02-24 00:58:55,False,My Son,5,youtube-watch-listen-stream,544007664
Marichi Mitchell,"Ok, let’s just address the most annoying part of YT instead of complaining abt how much this app stinks. Ok so as a content creator myself, I would appreciate it if you could PLEASE, PLEASE, PLEASE, bring back the dislike button!!! Without it, I am unable to tell if ppl are enjoying my videos or if I may need to take a different approach to things. I understand that some ppl may like not having the dislike button bc it limits harassment, but I think that maybe you should make it an option when posting to turn on and off the dislike button specifically. I’m desperate to get this fixed, so please do.",2022-05-29 00:26:09,False,Nice app but not that great,3,youtube-watch-listen-stream,544007664
cursetea44,"hate the cHiLd SaFtEy feature of not letting me watch what im paying for properly. if im not in the children version of youtube,that auto stop videos because its ""for children"" shouldn't exist. and  im really tired of seeing the same exact things in my feed when i keep hitting not interested on every one then gd forbid i watch one video on something else now my feed is nothing but that that i dont want to see and dont watch. im convinced the not interested and dont recommend channel does absolutely nothing so doubt hitting the dislike button will change anything either.",2022-03-21 00:48:03,False,getting real tired of some things and spammy suggests,3,youtube-watch-listen-stream,544007664
bluegrassplunker,"I do not think all people can lie about the same:  personal; place; event; action; do it yourself;  how too;  whatever or thing at the same time.
     Therefore, since various people, world wide, have the opportunity to send their input in on all of the above at anytime, “you the searcher”, more than likely will find the TRUTH on any of the above at anytime and have a wider perspective.
     My comments are related to the GOOD, that humans do in life.  Yes, I know there are other type verifying apps but they are not ALL as they project.
     Lastly, TOP FREE ENTERTAINMENT … THE BEST!!",2022-04-21 01:08:28,False,MY GO TO APP,5,youtube-watch-listen-stream,544007664
S21354,I’m not sure why the feature was removed but it is incredibly frustrating that I cannot sort the videos from a channel by earliest release date. I also cannot find older videos by scrolling through the videos on a channel because after a certain point it stops me from scrolling further. I know these channels have older videos available because they still can be found through search or recommended. Please bring back the ability to sort by oldest.,2022-05-22 18:28:36,False,Bring Back Sort By Oldest,4,youtube-watch-listen-stream,544007664
Total big cat,"I am just a guy who enjoyed my mind and self with some little things around my life by myself. 
	I did learned and saw so many things that i’ve never been known to even exist, by simply because of using this. 
	There are too many people who shared valuable informations from the other side of the world that I can’t easily explore on my own. Like theories, tests or opinions from various scientists from verities of aspects, also the results of experiments, missions and etc… etc…!
	And so, if isn’t there, I’ll never be the same guy today. 
	If isn’t there, i’ll never have a chance to know those incredible peoples and this powerful inventions and thus never ending lists.
	So, review and results might be no doubt for me, One and only thing that can modified me, one and only thing that drive me to a better and wiser version of myself. 👍🤗",2022-02-01 02:43:31,False,I’ve learned so many things from here. 🤗👍,5,youtube-watch-listen-stream,544007664
😉🥰😎😊😊😘,"I love you tube more than TV because it’s funny and interesting and educational 
Tv feels painfully micro managed and it’s all over the actors and people behind the scenes so much that the stick of it all comes through tv in my face and I can’t bear too much of it of course there are amazing things people acting and effects stories but that yuck indeed under it all just can’t seem to be wiped away we all pretend it’s not there in order to enjoy it more 
But with you tube it’s there too but not as much.",2022-01-11 18:19:05,False,I love you tube,5,youtube-watch-listen-stream,544007664
the reviewer😁,"This app is spectacular, hands down. The only problem I came upon, is probably some lagging but let’s face it. It was most likely my internet. It’s very easy to post videos, I love how they have a recommendation page , and it’s great for those long sleepover nights when you and your friends can’t decide to watch to you just flip it on and spend HOURS watching funny skits! I would totally recommend this to people who can’t have TikTok and get bored, or people who are looking for a chill easy job. 🙌👌😁😇",2022-08-12 22:47:26,False,GREAT APP!,5,youtube-watch-listen-stream,544007664
appreviewer23904,"It used to be when I searched for a video, I could see pages and pages of results. Now when I search, I only see a few and at the bottom there are random videos unrelated to my search query. Please bring back more search results! 

I also don’t like how the comments pop up on the side. My phone screen is already so small and sometimes I read the comments while the video is loading. But I wish it would automatically go away when I click full screen!",2022-03-12 19:49:08,False,Few suggestions for mobile version,4,youtube-watch-listen-stream,544007664
ButterScotch-ShamRocks,"It's fine overall, but how do I turn off the annoying mini screen that appears when I switch out of the app and into another one? It's very counterintuitive and I'm constantly moving around so that I can draw, write, click things, etc. It wasn't like this a month or even a week ago (at least for me) and almost every new feature they're adding I find grating and awkward instead of more convenient like their intent was. Also, I really miss the dislike button, but I understand that they'll most likely never change that.",2022-08-13 05:10:44,False,Can you stop changing things all the time?,3,youtube-watch-listen-stream,544007664
ddssmm22,"As a recently monetized creator, 
I’m finding the effort and time are not being compensated.
I Can’t afford to take off work to make unique videos sadly! I can’t even pay for transportation to for one video with what I’ve earned in months. Even with thousands of views and nearly a million total views in less than a year. 

After speaking with other creators, they are having a similar experience. And tell me previously they made a living off this platform but something has changed! That’s a really depressing future? This makes me ask why?",2022-03-16 16:35:00,False,Creator,4,youtube-watch-listen-stream,544007664
oftnlblddiffnt,"1 live chat replay doesn't work in full screen anymore, it was very useful, please bring it back.

2 stop recommending me videos i've already watched. unless viewed multiple times regularly, it doesn't make sense to  recommend videos on Home and on the side recommendations that i've seen already. this never used to occur. it's very annoying, as i have clicked on videos and happened to have watched them already. a huge flaw!",2022-06-18 23:04:05,False,recommendations & live chat replay,5,youtube-watch-listen-stream,544007664
Edward Richthofen,"You awful people removed one of my favorite YouTubers off the face of your platform and that genuinely upsets me. Bring back Stevewilldoit or you will notice a difference in your numbers I promise you that. It was a very big mistake on your guys’ end and this affects not only his millions of consistent viewers but also the many lives and real people Steve and his company/ crew/ friends have touched and made a difference over the years, while operating and uploading under your guys’ terms and conditions. Please bring back Stevewilldoit!!! so that he can continue changing peoples lives and their families lives financially, and continue to upload wholesome content to his committed and loyal fanbase. This is a mistake you cannot afford.",2022-08-02 04:48:00,False,Bring back Stevewilldoit,1,youtube-watch-listen-stream,544007664
😃💩💩🤠🤭😟🙂👀🤣😁😟😧😟😟😂,"I love this app and it think its overall an amazing app, but when i try to move songs around in my play list, if i am brining a song from the top to the bottom of the list it will make me scroll to the bottom of the list and when i try to scroll back up it keeps scrolling back down to the bottom, so then i have to close out of the app and try again which can be annoying. So if you could please fix that.",2022-04-11 02:29:28,False,An annoying problem,5,youtube-watch-listen-stream,544007664
cscrek,"The app works quite well, quite flawless as a whole, MY problem with it however is that there’s no way to FORCE the app to use a specific resolution, there’s only a very generic 3 options choice, and higher quality setting (the highest) will always default to 480P no matter what , so eeeeevery video I have to watch, I have to manually set the resolution to either 1080p or 1440p or 4K depending on the video, my connection is more than capable, this however is a real pain to have to do once every single video I want to watch …",2022-06-08 20:15:36,False,A persistent problem,4,youtube-watch-listen-stream,544007664
Custom and design.,"The programs I watch here are what I like and give comment to, and get feedback from interesting people out there program providers are very keen and worth viewing some content Utube should be left alone quit profileing, us also people that Utube don’t like there kicked off the air why Utube trying to dictate what they don’t like example: Alex Jones gives us insight on the latest content Utube disapproved, are kicked out! this is an open arena for different views, first amendment freedom of speech. This is my Review thank you!🕶",2022-02-19 08:34:49,False,U tube,5,youtube-watch-listen-stream,544007664
PaulyRoc,"This powerful app has the ability to share an unimaginably large scope of ideas and entertainment. It has vulnerability to horrible use as well. That being recognized, the programmers have shown the interest in filtering and formulating in a manner that reflects the mood of the day rather than the law of the country. They would rather be judge and jury than allowing actual judge and jury to exercise legal enforcement. It is clear YT is not responsible for any content, yet this is the premise used. Claiming advertising revenue as a legitimate reason, as if the issue of advertisers picking and choosing channels and videos to advertise on just can’t be done. Yet the algorithms are sophisticated enough to pick out one word in a 60 min video and cause change? Nonsense",2022-02-24 02:06:32,False,Disappointing,1,youtube-watch-listen-stream,544007664
KattyKatsu,"Not so crazy about the latest change in which it only shows one or two related videos under the one I’m watching. Especially when the other videos below those as I scroll may be videos I enjoy but are completely irrelevant to what I’m trying to watch. I feel like, if I wanted to watch a recently viewed video, I’d go to History. If I wanted to watch something from a specific channel, I’ll go to that channel. Why would I want to see a haunted house video or greatest football moments when I’m trying to look up How-to videos on knitting?",2022-02-22 15:57:02,False,Counterintuitive “related” videos,3,youtube-watch-listen-stream,544007664
kranpop,"Sooooooo i see yall trying to be cute and funny with the little details on the updates that yall do on the app. Its cool and all but not really, there are things that for sure can be taken out to improve the overall performance and use of the app.
When a video is close to ending with like 20 seconds left, the whole screen gets jumped by huge thumbnails for recommended videos to watch next! Well that right there take it off or give an option to include or not to include those recommendations because they take up the whole screen and the video is not even over yet!!!",2022-02-08 00:18:51,False,Please I beg you.,3,youtube-watch-listen-stream,544007664
Nya?!?!,"Most child friendly movies are 18+ (Phineas and Ferb the second dimension, for example)

There are hundreds of spam bots stealing content that go unpunished but some people get copyright claimed for using their own songs, the removal of dislikes allows things like Etherium to continue hijacking channels without warning the ignorant, and quite frankly I feel that every day this platform falls further from the original message of being just anybody and making content",2022-06-21 15:05:02,False,Every update is another bad decision,5,youtube-watch-listen-stream,544007664
ElaineLove13,"I don’t wanna be a hater but there are to many adds like not a lot not everyone but not a lot of people are a big fan of them for example ldshadowlady is about to tell the viewers her not so awesome idea then I lose it because an add pops up and it’s like liberty liberty liberty liberty like yeah I know the song so cool it liberty mutual and another one is the fry’s commercial like yeah low low low low low low so sometimes it’s realllllly annoying and like I said I don’t mean to be a hater it’s just that I hope I’m not the only one that finds this 
                   Annoying",2022-09-18 15:16:33,False,Only 4 stars,4,youtube-watch-listen-stream,544007664
marc0077,"At the very least, ads could be introduced between a break point in speech or context. It’s more than disruptive, it can break the flow of learning or content purpose. I understand ads are needed to keep it free, yet a person or human… should look at and interject them at a natural break point. Even on a short video, there may be several breaks and then you get locked in to add to finish before re-play. 
Locking ads could be between content videos, not during. 
It’s very frustrating sometimes.",2022-09-04 16:07:46,False,Too many disruptive ads.,4,youtube-watch-listen-stream,544007664
SUPPEEPS123,"Now let me get this straight if I’m watching let’s say…… jelly some vids are all fine and the comments are good, and I’m the guy that send comments to say what he can do better on vids and positive comments the bots in the comments are just weird along with some vids thumbnails and comments sections pls make it so the are no inappropriate thumbnails and bits in the chat so it can be KID FRIENDLY pls or make a section where all the kids under the age limit have to go to that section and have kid friendly vids like clean vids. BUT STILL ONE OF THE BEST APPS EVER! 😁😁😁",2022-08-20 02:45:59,False,"Very good app, but the bots in comments",4,youtube-watch-listen-stream,544007664
Omar1 Cervantes,"The people America ignored all of Donel’s past as he bankrupt every company he ruined and squandered his daddy‘s money,Why do you think Donald Trump had to hit the road again with his seminars ripping off people over and over again ignoring the fact that he was a perv and partook on his friends island innocent little girls the trafficked against their own well and yes they were under age for Americans don’t want to acknowledge that they ignore the facts and rather believe the liesFor example June 6 a man try to become a dictator trying to overthrow the White House just so he could stay in office and become a dictator, with me that OK❓",2022-05-08 07:24:59,False,The lies that Americans like to ignore.,3,youtube-watch-listen-stream,544007664
the best crazy girl,"It’s a good app I like how you prevent kids for watching things that aren’t age appropriate and making sure that the recommendations are something that they might actually watch and enjoy a lot . Many other apps I’ve used get my recommendations incorrect also, It’s great how people all over the world can record for so many peoples entertainment. Btw please get rid of copied and or fake versions of channels , like sml has so many fakes , could u delete those cuz they shouldn’t be earning from stolen vids.",2022-02-24 13:30:56,False,I love it,5,youtube-watch-listen-stream,544007664
DertNazty,"Good app but this last update bugged out video play button. I’ve troubleshot every possible way I could just to find the issue continues.

I can fix it by restarting my phone but I can only start one video, if I pause for ANY reason, the play button WILL NOT register again, I assume some true/false playback coding or something in the pause button messed up? I guessed that because even if I try to play a whole new video when a video I paused won’t play, it doesn’t start playback either.",2022-02-08 22:51:43,False,Recent update bugs play button,4,youtube-watch-listen-stream,544007664
offroadmaster101,"Needs the dislike button back, i used that as a way to figure out if I wanted to watch a video or not, by the number of dislikes.  I used it as a way to figure out if a video was worth watching or not, also if it was clickbait, then it would have a ton of dislikes, but not anymore, stupid.  Other than that the app itself is OK, but not amazing, due to the intense guidelines, and the late dislike button, if they fix it, I’ll use it for everything but until then, I’m just watching gun videos and podcasts",2022-01-20 20:18:23,False,Dislike button,4,youtube-watch-listen-stream,544007664
Dr6dr6,"I watch you tube throughout the day.   I take everything from golf lessons, painting lessons and guitar lessons from many very talented instructors.
My primary gripe is with the number of commercials that are a part of every video.  Now, I find them throughout the video as well.  I realize we can skip some of them and I don’t pay a fee for you tube but, it can be frustrating having to hold a remote so I can skip them while watching you tube on tv.

Respectfully,
Dale Rustigan",2022-09-12 21:58:24,False,Love you tube,5,youtube-watch-listen-stream,544007664
Ganda girl,"Thank you for allowing the bloggers who are truthful with their cause of helping our country Philippines to disseminate the real news unlike the big networks that are not airing the great project and changes in the Philippines since now they have “GREAT LEADERS “. That led and now going to lead them properly, honestly in order to really serve the masses as opposed to serving themselves and their pockets.  Thank you you Tube for not being bias nothing compared.  You can not be bought!!  Excellent administration.  God bless and more blessings to come.",2022-07-17 13:49:35,False,Bloggers,5,youtube-watch-listen-stream,544007664
Readue,"The long run of educational and informative videos makes this the go to platform for most users. Recently we have concerns of shadow ban glitches or banned users who expressed viewpoints or free speech topics requiring “fact checkers” for incidental and relative issues. We the people will be glad to take over that responsibility (see bill of rights #1). .Now that alternatives are available, your bullying tactics are looong on the tooth and echo doubts that you will remain the go to medium. Who’s side are you on? Your future is tenuous and we’ll be fact checking your attitude adjustments expecting fair, safe, and open dialog.",2022-09-06 23:08:14,False,Top potential,3,youtube-watch-listen-stream,544007664
TheGirlWhoReviewx,"Not sure what update caused this, but why are the replies practically hidden under the main text to a comment now? There's a huge empty space under the tiny reply text, so it's not like it saves more space?? The only thing accomplished with that change is making it incredibly inconvenient to read the tiny numbers. 🫠
Also, why in the world are comments shortened with ""read more"" after just two sentences????? It's more of a hassle having to press ""read more"" on a comment to read a whole 3 more words, than it is to just... be full sized. 💀💀
These changes aren't streamlining anything! They're just adding extra steps to a process that worked perfectly fine before.",2022-04-01 22:58:26,False,"replies and ""read more""",1,youtube-watch-listen-stream,544007664
HHXLu287,"In the latest version, the “Save to Playlist” button got replaced by “Create” and “Download” in the video playing view on iOS. I find this change really inconvenient because now I can only save a video to a playlist by clicking the three little dots beside a video in the video feed list. 

Please make it more easier to save a video to a playlist, and/or make the buttons in the video playing view customizable. I don’t find the Create button or Download button useful at all because I never use them.",2022-01-03 22:03:20,False,Save to playlist button disappeared in latest update,3,youtube-watch-listen-stream,544007664
GreenNeitzen,I could never stomach YOU TUBE content because of all the obnoxious ads that constantly interrupted videos. Then I decided on a whim to try the ad free subscription version. I fell in love with it. You Tube has such amazing content and now I can watch all kinds of content on You Tube. They by far have the best content  of any streaming service. I would cancel everything and keep that if I had to make the choice. Try the free trial version and see what I mean!!!!!,2022-06-15 15:28:49,False,I love the You Tube Subscription,5,youtube-watch-listen-stream,544007664
Mister Jenks,"For the most part I absolutely love the app, the selections are great and I can relive my childhood in 2.5 seconds. After the newest update however I’ve had a lot of trouble with the comment section. One day I can click through comments no problem, then I’ll have 3-4 days where I can’t read comments with more than 10 replies without the window freezing on me. 

Also the censorship crusade. Don’t go after the content creators who help to keep you going, this app is way too popular and convenient to go under!",2022-08-27 21:15:52,False,8/10,4,youtube-watch-listen-stream,544007664
MayQue 1,"Unless I’m missing something, I wish we could remove videos off of our view when doing a search - just like we can when they’re in our feed - removing or requesting the video not be recommended, and hopefully none others like it. I just don’t think it’s necessary for me to click a video, wait for ad 1 and then ad 2, simply to dislike it, only to find more of those types of videos in my algorithm because I clicked on it; and it’s not so offensive to report it. With all the intelligent minds working on this app, there has to be some way to do this.",2022-07-22 09:17:07,False,My wish,3,youtube-watch-listen-stream,544007664
Kkhalid77,"Hi to the dev team or to whom is concerned 
In the new update you guys made a change in the history section that is not convenient for those who want to check their videos 
Cuss the icon location is far from hand reach and as user of your app i find it hard to reach and the muscle memory is used to the old button place 
Pls do the necessary to make user experience better 
Thanks for the hard work",2022-06-14 19:08:58,False,Problem with the history icon place,5,youtube-watch-listen-stream,544007664
Hawks man,Everyone already knows what this app is because it’s so popular but if you don’t know what this app is download it now have you been living under a rock you need to download this if you don’t know what it is because everybody and I mean almost the whole population knows what this is so download it or you can just stay living under a rock your whole life will change when you download this app so go ahead and download it or keep your world plane,2022-05-19 23:06:59,False,Everyone already knows,5,youtube-watch-listen-stream,544007664
Clint Crabtree,"I have a lot of subscriptions,The ones that post a lot make it hard for me to find the latest posts of the ones who post less frequently.  It would be great if there is a way to tag or create groups that have tags and then when I want to look at subscriptions that resemble my tag I can click on the tag and see what videos those subscriptions have to offer and without the ones like news subscriptions that post every day and clog up the feed",2022-04-08 07:13:32,False,Need method to group subscriptions,4,youtube-watch-listen-stream,544007664
Store.D,"I think it’s due to both material and app design but the ergonomy is not good or it it just me having troubles not launch a recommended video when I wanted to save it for later, accidentally clicking on the next button when I was trying to pause or go forward or backward…. Etc…. 
last time I didn’t find How to turn off automatic playback of next videos. What really annoys me are the differences between the app and the website features such as the “play automatically next video” (I don’t know how to turn it off in the app) and also I like the queue website feature that doesn’t seem to exist in the app.",2022-03-04 05:14:19,False,Bad ergonomy,2,youtube-watch-listen-stream,544007664
🤨😒😏,I love this app but u have a few suggestions. One when creating shorts y’all should add a three minute option like on TikTok. Another is that when you click the filters for like what it shows you at the top you should make it to where you can watch shorts of that filter. Like say I put a filter on where it was like gaming videos I should be able to watch just gaming shorts instead of just the long videos. Again this is a great app just please don’t take away the dislike button!,2022-01-26 22:04:58,False,Just some suggestions,4,youtube-watch-listen-stream,544007664
"""Mens e Manus""","Thanks a million to You Tube for enlightening, educating and entertaining scores and scores of people . Most of your videos, are very informative indeed. I would appreciate it if your respective guidelines emphasize on the essence of fact from hear say or rumors. 
Overall, I rate your channel with high grades. May I suggest that YOU TUBE becomes a vehicle in finding new talents and highlight such skills in an appealing format that is eye catching enough for the inquisitive minds within a wider spectrum of contributors and viewers alike ?
Sincerely
Naji Alhasani 
New York City.",2022-08-01 19:05:01,False,Review,5,youtube-watch-listen-stream,544007664
Void Crew,"Now the ads pop up to often. I don’t get why we have to still pay for no ads. Ads you can’t skip become long. 15 secs may not sound that long. But every time I click on a new video, even when the last one was a minute long video. So many ads. I don’t get why we still have to pay. This is a popular company. Worth thousands or Millions! Just please lower the ads popping up. They get annoying when I watch a 15 second ad in the 2 ad before video. They pop up too often!",2022-08-07 16:58:24,False,Would be 5,4,youtube-watch-listen-stream,544007664
Jake1945,This is the handiest tool in your toolbox I’ve never not found what I’ve been looking for in a video to fix something from your car to your house I use it all the time at work for your lawnmower just for almost anything that you have to fix the videos are here and then there are a host of other videos that are just totally interesting and educational this is a very well put together website I appreciate your time and effort,2022-04-16 02:52:41,False,Great program,5,youtube-watch-listen-stream,544007664
Rico Swahvay,"You guys really gotta do something about “ads” that are longer than 20 seconds. I’ve seen ads be a whole hour long and they’re actual episodes of a show, or ads that are music videos... I don’t mind normal ads, really. But when I have to stop what I’m doing to walk to my computer because of a conference to skip the ad, it’s really out of hand

Not to mention there are now ads during videos, often times within the first minute! I get it, you guys want money. But come on! Don’t forget that your viewers made you what it is today. Make it easy for us",2022-04-08 21:03:35,False,Those MF ADS,3,youtube-watch-listen-stream,544007664
Crisolite,"As many others, used to enjoy U tub social media. After signing out from Facebook , because the unfair restrictions on individuals been able to respectfully  explore the freedom of expression. Made a decision to join U TUB, because  seen the availability for citizens to express themselves whether through music, events, cooking videos; interpreted as been more fair and balance. So  thought I join it.

    However, what I learned next through friends and family, that U Tub was applying equally same restrictions on exploring the freedom of expression as Facebook was. After searching more information on the subject confirming the facts. Decided it was best not to do it.",2022-03-12 22:02:07,False,"The Bias, double standards:",2,youtube-watch-listen-stream,544007664
rhymenagerie,"So much great stuff on here. But the ads are out of control. I get that someone somewhere has to make money or nothing is worth doing, blah blah blah, but the 8-10 hour nature videos that are for sleep and relaxation— why the heck would you put ads in those?? It completely defeats the purpose. If not for that, it would be an easy 5-stars. 

Maybe go back to letting people put all the ads together at the front or something so the actual video is uninterrupted. Nothing makes me dislike/unsubscribe faster than being woken up by an ad in the middle of a “sleep” nature video.  What in the world.",2022-02-18 17:16:14,False,But the ads,3,youtube-watch-listen-stream,544007664
Juan Wheeler,"Hello, I really like this app. But can you please bring back dislikes. I know the creators will be sad to see if maybe thousands of people don’t like them. But, we want to share our feelings. The likes and dislikes could be balanced but it’s your choice if you can bring it back. The creators could be posting inappropriate stuff. If we want to share our opinions we could. Please just bring dislikes back. Thank you for taking your time to read this.",2022-09-10 18:25:13,False,"Good, but can improve.",5,youtube-watch-listen-stream,544007664
Terijojo,"Tired of channel surfing on your paid subscription Of Fios, Comcast, etc…YouTube Premium is the cherry of all networks. A variety of listings, example: Followers of Steve Ronin not only enjoy seeing abandoned mansions, haunted places, foreign countries of rich millionaire homes left with items left behind. You can follow anyone where your interest are and get notified when new shows are on. Browse Hugh selection of subjects: Gaming, Mansions, History, DIY Projects explore all topics. The choice for all ages!",2022-08-16 15:56:08,False,Topping choice for Entertainment!,5,youtube-watch-listen-stream,544007664
AddysonKayceCrochet,"It’s a good app I use it all the time, but there’s a small problem and I’m wondering if you could help? When I go and try to sign in into my account it says “Error fetching channel list for account” and I’m wondering if this is just a bug and it’s happening to everyone or it’s just me. I’ve done everything I could. I re-downloaded the app, trying to sign back in, turned off my Wi-Fi and turned it back on, etc. So if you could please help?",2022-04-12 19:45:13,False,Small problem…,5,youtube-watch-listen-stream,544007664
