userName,title,rating,review,date,isEdited,app_name,app_id
lillieroseGamer,A small request!!,5,"I ADORE Netflix, I’d rather watch it over anything else. There is one little thing that would make it SOOOO much better. Account passwords, for example… if you make an account on Netflix you could choose if there is a password on it. Meaning if someone from a different device or different profile tried to use that account they would need to enter the password. The account owner would as well. So that no matter what, there’s a password for that account. It would help with privacy. Just a small detail you could add! I know there is so many people who I’ve seen want the same thing. Just take this review into consideration and work on it fast please!!",2022-02-06 19:55:50,False,netflix,363590051
Ce li a,ADS ARE COMING Five stars will change to less than one star,1,"If you don’t have cable TV please be advised that NETFLIX is going to start pushing ads into their programming.   The person within their corporate structure who made this decision should be fired.   The only reason I even watch Netflix is because I can watch movies and TV shows without advertisements.

A lot of their content is already lame and very burned out and they have very few fresh movies. During Covid they cobbled together some very lame movies featured well-known actors that they really made those actors look bad because you could tell the movies were very rushed and not well thought out   

The day that I see my first ad on Netflix will be the same day that I delete this app and this service forever.    Please know that I am letting my friends and family know because I talked him into purchasing the service and I can talk them into deleting it also.",2022-04-20 11:49:05,False,netflix,363590051
human that is anonymous/,NETFLIX,4,"Ok so there is not a lot to say but, I would like there to be a teen section with a tiny bit gore (we can handle it). Not to be rude but I DON’T LIKE IT when some APP take a show off that I can’t find anywhere else (Pokémon series sun and moon), I can’t find it anywhere I on three Netflix’s and I still can’t find it. This is a great app it just needs some polishing up around the edges. If you are looking for comments on this app, I recommend it.  Just don’t have high standards for teen use. Their is not much teen content or teen appropriate settings.  It would be nice to have more control over the type of content you see.  It is great for adults and younger kids.  Until they set a teens section, I just suggest you use it for younger kids or for adults.",2022-04-04 01:50:10,False,netflix,363590051
MetalMMAMonkey,Needs Bugs Removed,1,"Sometimes I’ll try to continue watching a show by pressing the play option & instead it takes me to a different screen where I can’t continue watching anything I was watching before but lists shows by genre.

Price for Netflix went up but there’s still a huge bug that burns battery horribly. I mean around 1% a minute so you can’t even watch 2 episodes of 45 minute shows. This bug only happened to me recently, used to be able to watch Netflix just fine & other apps have no problem at all playing hours of content. Even if Netflix is running in background, it keeps taking up battery. I was going to go out & decided to test downloading episodes then watching in airplane mode & I don’t think I had the same issue.

Checked online and plenty of other people have had issues for awhile now, even on different versions/brands of phone.",2022-08-06 03:53:50,False,netflix,363590051
cowbjdfwibibdeSmitty,App works well; thanks for supporting viewpoint diversity,5,"The app has always worked for me; it is very intuitive and generally has very few glitches. 

On the recent internal memo in support of viewpoint (show) diversity — thank you! It’s about time a company or institution stands up to the loud mob seeking to cancel anything or anyone that holds a different viewpoint. There’s plenty of room to showcase a full range of perspectives and opinions. To those that are triggered by the idea that biological sex is real and other long incontestable realities, if you are offended by content that focuses on topics such as that, don’t watch it! 

Looking forward to more content that entertains and educates without shoving any particular ideology down my throat.",2022-05-20 15:29:42,False,netflix,363590051
Harper Jones,Awesome! Love this.,5,"This app is AWESOME! There are so many shows that I love, its great in the car when I want to watch a show. I love all of the shows that Netflix has on it. I could write the longest review ever, only using good words about this app! All the shows are so good!  I use this whenever my TV isn’t near me (also when my brother is watching Mickey Mouse or any show I don’t want to watch 😂) This is a AMAZING app! There are no bugs, there are no ads. This is a perfect app. Whoever made this should be very very proud of themselves! I can write forever with good words only! This is a great app I recommend it for anyone, any age. This app is awesome, there is absolutely nothing wrong with this app. I love it. Thank you 😊",2022-03-15 02:06:02,False,netflix,363590051
Gabbynic,Lots of errors,4,"I used to love this app and use it all the time, but lately there have been a lot of error messages popping up on my screen whenever i am watching a tv show. They don’t show up when I watch movies, but whenever I watch a tv show I am sure to have an error message pop up at least 3 times a week if not daily. This would be fine, except after i click ok on the error message the app loses track of which episode i am currently watching. For example, if I am watching episode 10 of a show, an error message pops up and once it’s gone the app has send me back to episode 5 or rewinds to a scene earlier in the episode. Please fix this. It is a pain to have to deal with these errors.",2022-05-12 02:00:19,False,netflix,363590051
drayyye,No more Free Trials?,2,"I’m not sure who at Netflix is responsible for the structure of the business, but eliminating the free trial altogether instead of just making it like 3-5 days is insane. I guess Netflix has now become just like Netscape during the dot-com boom. Just think of the state of the economy right now, all of the subscription based models out here will fail because they are charging monthly fees to a multitude of people who live paycheck to paycheck. You want $20/month how about breaking it down to $5/week, same money but people typically keep at least $5 in their accounts each week. Haven’t seen some of my favorite shows that come on Netflix because of this reason, but I always have at least $5 left in my account each week. Just think about it guys, or do a survey and ask your customers what THEY actually want.",2022-07-25 01:03:27,False,netflix,363590051
wbaoua ridixukxbziauejejdbizjd,The shows,3,"Ok I love Netflix but there is one thing that makes my blood boil. It’s their shows, more specifically iCarly. The problem with this show is that it only has 2 seasons when it actually has six. I am furious because I loved iCarly but I can’t watch the rest because the I would have to go to another app which makes me pay. And I don’t understand, why have a show if we can’t watch the whole thing. That’s why I mainly watch shows on Disney+. Because unlike Netflix. The app actually shows all the seasons in shows. So please Netflix, please fix you app because you guys are hanging on a thread for me. And get the rest of the seasons on iCarly and get better shows there are only a few good shows for a girl 11 year old girl and I think that should be fixed too",2022-08-15 21:49:45,False,netflix,363590051
𝔅♡︎𝔱𝔠𝔥,😕,2,"Netflix, ima try to say this in the most respectful way possible. We’re so irritated and tired of you guys canceling and removing some of the best shows off of here and then when we cancel our subscription, you guys wonder why and complain. Like it wouldn’t happen in the first place if you guys stopped adding new shows and then removing them after like a week. It’s not about the fact that we’re sharing passwords that you’re losing subscriptions because literally everybody does that with literally all of their subscriptions no matter the app, it’s about the fact that you guys are just ruining Netflix. And on top of that, you guys are raising prices?? Like ima be paying $20 a month just to have all of my favorite shows be removed, there’s no point in that. I’m sorry, but at this point you guys are just embarrassing yourselves.",2022-04-28 05:30:20,False,netflix,363590051
amazingawsomkid123,Ok….but read this…,5,"I only gave them 5 stars because they worked hard to get all the shows and movies…. But I really wanted to give them 4 stars here’s why…all the shows I’m about to watch or I loved are getting cancelled and they have many many seasons. I’m not addicted so I can’t get them done I’m a few days so I’m really upset about that… but I would say over all, it is a 4 star experience… and I also wish that there were more things to choose from for the kids… and it’s so silly for the adults if they show a little bit of blood then it’s violence. Like I mean the show is obviously for adults but still… I love Netflix and will always use it ❤️",2022-06-30 14:58:43,False,netflix,363590051
Stefanie647,PERFECT!,5,"I LOVE THE CUPHEAD SHOW, CENTAURWORLD, POKEMON, AND CATCH TEENIEPING! Now all I need is a Netflix anime for Animal Crossing and my life will be complete! THANKS! 💖 Update: I have an idea for a new episode in The Cuphead Show! So, Cuphead, Mugman, and Ms. Chalice are playing a board game, and Mugman rolls Snake Eyes. His soul gets taken. It’s all a plot by the Devil. Now it’s up to Chalice and Cuphead to get Mugman out of the Board Game’s dimension, The Soul Vault! Which, by the way, is a dimension based off of the Dream Ball from Glitter Force. It’s pretty long, so it’ll be divided into 2-3 parts. Hope I see this episode in the future! Second update: Why did you remove HALF of the MLP seasons? Please bring them back! 🥺
Third Update: Pls reboot kirby anime and have present characters to the anime. Thanks!
 -Love_Song",2022-05-01 10:46:35,False,netflix,363590051
Jellybean Taylor,Account Password Sharing,3,"Hello. We are a family of 4. My husband who is in the military and is stationed a 15 hour drive away from us uses the same password as my son who is 2 hours away at college. My daughter and I live in the same household. My husband and I share the same bills. My Netflix is connected to my phone, iPad and my smart TV’s. It’s easy to see who is using what due to our usage and Profiles. I have other streaming services and we are not abusing the password share. I think it’s ridiculous to have my son and husband get their own Netflix accounts because you can tell that we don’t not reside together due to the IP address not matching. Please consider this when you attempt to have people pay for accounts that are outside of the household. Thanks.",2022-03-17 16:46:42,False,netflix,363590051
a smol pep who want robux lol,Read please,3,"I love Netflix, but could have some changes. One change is that I would like if to change the rating because Ive watched some shows on Netflix that aren’t that bad in the “adult” section, and they would probably be good for kids section in Netflix. Another is when you take away shows. There are some shows that are really good, but that after a few years, Netflix just takes them away. My other reason is that for Netflix to add ALL of the seasons in a show. I was watching this show that I really like, so I goggled it, and I saw that is had 4 seasons, not one. The reason I’m saying this is because Netflix only showed 1 season for the show, and I would really like for Netflix to add all of the seasons.

This is just a suggestion",2022-01-01 21:23:41,False,netflix,363590051
the ads make everything bad,keep criminal minds & leave vampire diaries and the originals ALL SEASONS AND EPISODES on netflix😤,3,Netflix has took off my FAVORITE show yesterday which was criminal minds. I am FURIOUSSSS because criminal minds is a really good show and it's so interesting and Netflix just took it off?? Out of all shows Netflix chooses criminal minds. I think criminal minds should be put back on it's a really good show and a lot of people still like it. Netflix should've took off a show that nobody really watches anymore. Now they are gonna take off corpse bride like cmon now. Corpse bride is a really good movie and criminal minds is a really good show. Choose another movie and show to take off. I am so mad about netflix taking off vampire diaries and taking off someone season on the originals but I'm so MAD LIKE CMON NETFLI X WHY THEY ARE A BILLION BAD SHOWS AND MOVIES AND THEY ARENT TAKEN OFF LIKE CMON BRO,2022-08-23 06:41:03,False,netflix,363590051
Nothingbutsal,The app is overall,3,"So I liked Netflix my mom gets to binge her shows and she has a good time, I get to watch my dramas. It seems as if though there's always an issue when I try to watch my shows on my phone. If I try to finish watching it on my phone after pausing it and I come back to it it'll say null, or if I search it up it wont pop up even though it is on Netflix. It always seems to happen when I watch two Korean dramas: Forecasting love and weather, and Business proposal. These two are new dramas so it's so irritating when I try to keep up to date with them and it'll cancel out on me when I try to finish viewing. I miss when you could report bugs and errors. It's so disheartening bc I don't use any other apps to watch these shows.",2022-03-27 15:52:01,False,netflix,363590051
P.S.8,READ!!!,4,"First in for most,

I would like to say I love Netflix and I’ve had it for as long as I can remember but, all of my favorite old shows and movies are being taken off. For example, Vampire Diaries is being taken of on September 3, and I have just started to rewatch my favorite series and was hoping to rewatch it plenty of time’s, but I do not get that chance because I’m only on season four, episode one and unless I’m watching it throughout the night, everyday I’m not going to be able to finish. I have so many other movies and series that I’m upset about going away, and Vampire Diaries is only one of them. I’m sure many people would agree with me on this, but I just wanted to get my opinion out.",2022-08-05 22:21:52,False,netflix,363590051
FamLover100,Best Streaming Service EVER,5,"I bought a Netflix subscription for my kids and could not be happier. I can give them kids users and I can have a separate user for my wife and me. My girls can watch a variety of movies and TV shows without combining into my sons’ accounts. Customer service is always kind. App has very few difficulties and so many options for closed captioning, volume and mode. So many options. I love being able to watch whatever I want whenever I want and wherever I want. My daughter was on a road trip to her friend’s quinceañera and could watch her favorite movie. Thank you for making my family happy Netflix.",2022-08-29 16:02:27,False,netflix,363590051
Sitthetrot,Streaming services are in a race to the bottom,1,"Ever since the proliferation of non-Netflix streaming services, streaming services in general seem to have been in a race to achieve the worst customer experience possible. Making in-demand shows and movies exclusive to only specific services (if not a single service), jacking up prices, running ads (for shows and movies available on the service or otherwise), removing the ability to take screenshots of content… it’s pretty bad. Why don’t Netflix and its competitors try to win over customers based on well-designed apps and websites, lack of bugs, things like that? Netflix is still the only streaming service I use, because I’m NOT buying into the reinvention of the cable bill via paying for multiple streaming services, but I’m not sure I’ll be using Netflix for much longer. Try harder, in a better direction",2022-07-31 19:11:27,False,netflix,363590051
!Lightning wolf!,Completely Fed Up.,1,"These past few updates have been nothing but constant issues. I’ve had shows randomly say “Episodes(null)” after watching them. Then they’ll randomly come back. 

I’ll be watching shows or movies and then it’ll say “It seems like you’re using an unblocker or proxy. Please turn off any of these services and try again” meanwhile I’m on the same wifi I was on when I first started watching. I’m not using an unblocker or VPN, nothing like that. 

I wouldn’t care too much but for the service I’m paying for? Awful. And then there’s the fact that occasionally no matter how strong wifi or cellular connection I have, shows will randomly heavily drop in quality. All the way to 360p and it doesn’t matter what I do. Then they’ll come back up. Again, not a wifi issue. Fix your app if you’re gonna be charging what you do.",2022-07-09 19:36:57,False,netflix,363590051
T O W E L A,it’s great but few minor problems,4,I love Netflix I’ve watching it for almost my whole life it’s amazing and love all shows there 😍 but there is one small problem the Nickelodeon shows some have all the seasons like the ones that got canceled bc of a small problem like victorious and sam and cat and big time rush but some other like I Carly only have two seasons and not in the same order like I go to Japan is is at the end of season two but it was either I saved your life or I Psycho and there is only two seasons and there is way more than that I’ve waiting for the whole year the same thing with the thundermans but I can’t say the same thing with zoey 101 bc it was recently added.,2022-08-13 15:31:15,False,netflix,363590051
Gachalovergirl42,Why did you stop trying?,2,"Stop canceling shows that deserve second seasons, so many people fell in love with Julie and the Phantoms, Anne With an E, etc, just for you to cancel it? Then you make shows and movies that no one will watch, you’re wasting money on things like Tall Girl 2, He’s All That, Hype House, etc, people don’t care for those shows and movies because they don’t have any good plot, heck! He’s All That was a remake (An awful one at that, it was basically an hour long ad), Tall Girl 2 was just an unnecessary sequel (No one even liked the first one), and the Hype House? Really? No one cares about a bunch of teenagers living together. Now, with that being said, why did you stop trying? Why do you always make good shows and cancel them? Why do you only focus on the ones that everyone hates? Are you trying to lose money?",2022-02-19 19:53:50,False,netflix,363590051
iairisiakffksodfod,Shows and movies,1,"OKAY LOOK 
Netflix can be a good place to watch things but IT REMOVES ANYTHING YOU LIKE they have been removing popular things for cringy things and when no one wants it to be removed they do it anyways. LIKE FOR EXAMPLE THE VAMPIRE DIARIES they took that away. And the movie flipped i wanted to watch it cause they had it on Netflix but now they don’t. and mean girls is leaving September 30. NETFLIX IS DYING i will let it die because I will be getting off of Netflix i can’t no believe they are taking off many peoples favorite show. it’s not can only be a show. Many people look at it more but they do not care. they just want money and honestly removing everything is not gonna give you money. It’s gonna bring you down that’s why the sales are going down because of things you are removing. you are removing all the originals in Netflix. It’s hurts to see my old childhood fall in pieces.",2022-09-04 16:30:15,False,netflix,363590051
Jkl1289,Why can’t I fast forward without a Netflix error?,3,"I love Netflix. I have subscribed for years. This year I’ve noticed a big problem. If I fast forward or rewind by clicking the ten second FF or rewind in whatever I’m watching, it stops and the same “Netflix Error” message pops up every time. It’s so annoying. I have to return to the Home Screen look again for what I was watching and click play again. It doesn’t seem like a big deal but it’s pretty annoying when you want to FF a movie 20 seconds and it stops the movie and brings you back to the home screen. Definitely considering cancelling, there are just too many services now that don’t hard fail on a fast forward.
P.s this is not related to cache/browser/device",2022-07-26 18:15:37,False,netflix,363590051
master with a fornite blaster,"Great game, just one concern 😇",4,"Hello Netflix! This app is great, fits into my bills perfectly and doesn’t cost much for my current situation and everything loads just fine, however there is a slight problem with the subtitles because the characters say one thing..and the subtitles say another, and it is very difficult to hear one thing, and read the titles that says something totally different like if the character said “Wait, what?” The subtitles would just pop up as “ok”..and it is a bit delayed as well. I do not know if it’s just the system, or Netflix itself but it is not just for one show. Overall everything else is perfect and I love this app! Thank you and please help me 😊",2022-01-25 01:10:10,False,netflix,363590051
Lismely vargas martinez,Please add more stranger things😭,5,Please add more seasons and episodes they are so interesting I would love to see them growing up little by little they are such wonderful actors and I love your movie so much and I really hope Netflix reads this I love you so much stranger things I am a big fan and I love your tv show or movie 😭😭😭I have seen stranger things in 1 week and it’s super amazing I am begging you Netflix I am so interested in what will happen to all the characters specially eleven and mike they are my number 1 favorites and the others are my top 2 favorite they are the best too!😭😭😭😭 I love stranger things please come back more early I miss you,2022-06-11 00:56:57,False,netflix,363590051
a guy that is annoyed,Missing titles,2,This only happens on the app. At random times some shows will just disappear off of Netflix but it only happens on the app on my phone. I I was watching a show on my phone and went on Netflix an hour after previously watching it on my phone and it just disappeared. Wouldn’t even show up in the search bar. But I’ve tested this and went on my tv to find it and it was still in my recently watched. Even google said it was still available on Netflix but I couldn’t get it to show up on my phone. Idk if this is a bug or what but it gets annoying when I wanna watch a show on my phone and i can’t watch it because it won’t show up even though It should still be there if it’s still available on Netflix and it shows up for me on my tv,2022-03-21 15:43:34,False,netflix,363590051
Hdhsisosbshzopa,Deleted downloads,2,"It deleted all of my downloads, I usually don’t have Netflix connected to cellular data, but I needed to pull up the cast of a certain show to win an argument and my friend wasn’t believing to google results, so I connected to Netflix to cellular and showed them, and then turn cellular back off. I go back 30 minutes later to watch my show that I downloaded, and it’s been deleted??? The show is still on the platform, I checked, I can even still watch it over cellular if I wanted to waste my data! Now I can’t redownload my show until I find a shop with wifi because my hotel doesn’t have any!!! This is a HUGE inconvenience.

No wonder Netflix is starting to become a failing company, if I can’t count on my downloaded shows, I have ZERO reason to use this app.",2022-06-19 23:27:11,False,netflix,363590051
Thingsyourollup,Clunky and unusable on mobile,1,"There is zero sync between what I watch on my PC and what I watch on my phone. And on my phone, half of the screen is taken up by TV ratings that will NOT go away, almost like I give a crap what a group of uptight prudes in Hollywood think I should and shouldn’t be watching. If the rating actually does disappear, it comes right back if I accidentally give my screen even the slightest tap.  Then don’t even get me started on the recommendations.  I dislike every kid show and anime crap and Netflix just doubles down and shoves the “kids” and “anime” category to the top.  All the rest of the categories are just the same 15 shows with just a different category name.  Don’t want to watch Hannah Montana as a “family movie”?  What about if we call it a comedy?  No?  What about if we label it “kids”?  No?  What if we told you it was a drama?",2022-08-03 23:13:00,False,netflix,363590051
Andrew and Star,FIX YOUR DOWNLOAD FEATURE,1,"One of the only reasons I have Netflix as an app on my phone(when I can easily watch it on the TV or my computer) is because I can download things to watch. for a while, this process was pretty simple: click what you want to download, leave the tab open, give it a few minutes, and hazza—it’s been downloaded. But more recently I’ve been having to /watch/ my phone, practically babysitting it, because if I walk away from it and it turns off for *one second* the entire download will be lost. Today I sat through doing this TWICE for at least an hour each for the same video, because through some random glitch my entire download got deleted the first time. I’m writing this review because after it got deleted by that glitch a SECOND time, I’m done. Please patch this because it’s super annoying",2022-07-08 04:33:52,False,netflix,363590051
austindalemartin,Happy,5,"You know.. despite all other opinions about this streaming service I find it quite enjoyable.. you guys consistently pull out new material for all ages and I like the re-adaptations you guys released… I think what would make this streaming service even better though is if Netflix would Purchase previous canceled tv shows and continue on with the story… like for instance the syfy tv Series happy…. For me, this is a great show that could go on another season or two and even three… and there are other shows but I feel like everybody got the point I was trying to make…. But please do make more of HAPPY",2022-04-07 00:50:24,False,netflix,363590051
XxJoel364xX,No language Ingles yes Spanish please,1,"Good morning, afternoon or evening, whatever time you have seen this review, my humble opinion is that because some of the most famous movies are in English and having already been in Spanish, please, there are old movies that are in English on your billboard and they are already in Spanish and they don't do it there are series that are also old to be on their billboard and they don't put them in Spanish please do it there is a series that I've been waiting for a long time that they put it in Spanish and they don't do it the series is called peaky blinder or there are also movies like terminator that have them in english by now they should be in spanish please do it for that we pay the subscription to be able to watch movies in our language well have a good day I hope to see your response to my request",2022-02-05 02:09:24,False,netflix,363590051
G'ma Jayda,Really????????,3,"I’m not gonna lie. Netflix does have some super super good series! I’ve enjoyed every series I watched, but at the same time I think it’s horrible & rotten of Netflix to leave a viewer hanging!! I mean if the series is not coming back or doesn’t have a ending then why put it on? I’ve never been so aggravated about this!! I think it’s terrible &!it will make me stop bothering with Netflix all together for the simple fact it’s been more than 3 series I’ve watched & it’s been 2 years & 2 of them hasn’t continued & I’m unsure if the recent series I watched will be continued!! So I’m gonna probably end my subscription until at least one of the series continues but if not I’m done with Netflix cuz it’s crazy! Good series that don’t satisfy me as a viewer!!",2022-09-01 21:15:46,False,netflix,363590051
Newsgirl6,Falling behind competition,1,"While Netflix used to be the best, now they just canceled good shows, they keep making only one or two seasons of a show and then canceling it. Only really dumb stuff seems to get a lot of seasons. The only really reason to keep Netflix is if you want to binge old shows, though they keep disappearing too. And then for all this they keep upping the price every six months or so, and now they want to crack down on password sharing, yet they are the only streaming provider that doesn’t offer 4K streaming at every Price option. The only way their 4K option makes sense is if you’re sharing with people. Sure I would want 4K for just myself but they only offer it in the big option.  
The reason Netflix is losing subscribers is not any of the stuff they keep blaming, but really the reasons above.",2022-07-26 10:01:35,False,netflix,363590051
lily Yarborough,Love Netflix!,5,"Netlix is an amazing app! I love K-Dramas and there are so many! I loved Santa Clarita diet I wish the didn’t cancel it :( a show that I have just finished is all of us are dead so amazing but so sad, it’s about teens finding a way to survive in a zombie apocalypse, also”Hi Bye, mama” is really good so far! It’s about a woman that starts to date her future husband and  they find out she’s pregnant, but then, a car hit her while she was on the sidewalk, she becomes a ghost, she’s always playing with her daughter, “seo-woo” then one day she has a mental breakdown on the street and becomes a human for 49 days. I’m on episode 3 the episodes are 1hour, I really love this show so far❤️❤️",2022-07-07 01:41:20,False,netflix,363590051
bluetacos66,Getting more disappointed every month,2,"I used to love watching Netflix. I would even put it on for background noise while doing something. After recent news that Criminal Minds, Saving Private Ryan, The Last Samurai, and Just Go With It are being taken off at the end of the month I am very upset, especially coming from a family where we don’t have cable and switched to only streaming. These were some of my favorite movies and I am becoming very dissatisfied with my Netflix experience. There are so many of my favorite movies and shows being taken off at the end of this month and in the beginning of July. With my family being a loyal Netflix payer and all these titles being taken off, a subscription is becoming less and less important to me.",2022-06-03 14:07:57,False,netflix,363590051
🥳🥳🥳🥳🥳🦄🦄z,Developers PLEASE READ!!,2,"This app is great if you are a kid but lets say your a adlut.
🙀
Ok first of all more than half the shows on here are super babeyish and i dont even watch them. BUT THE TWIST IS… it still makes me pay for them!!!!! All of them! I only whatch like one show at a time so your saying Basically im watching one show for like 30 bucks a month!? That is like crazy! Apple tv has the right idea 💡 you 
ONLY pay for the shows you want to watch! 😊 or like just have adds somtimes. I know people kinda make a HUGE deal out of adds but they just could het over them plus there a nice time to go to the bathroom or get a snack. Also can you PLEASE add a teen section. The kids section is to babeyish and adult sectoin is to mature. Also pls take off all the dumb shows like coco melon and my little pony.",2022-05-31 23:17:34,False,netflix,363590051
tiny and mighty,Twilight Back,4,PLEASE BRING TWILIGHT BACK is all I am asking because this would be an awesome app with it. Overall Netflix is a great app and I use it to watch all my shows and it really has everything I like. Yes indeed there needs to be a teen section or some sort of different section included. Netflix can you please bring back some of the old shows you have removed because they are quite entertaining and would make this an awesome and the best app for watching all your favorite TV shows. I am adding to this to also ask you to please add BARUTO back in the USA please I am literally crying overs this why do you keep the bad shows?? Please bring these shoes back!,2022-07-31 01:08:03,False,netflix,363590051
b00nz0r,Big companies can cohere.,1,"All these big companies are completely failing due to mainly capitalism. They don’t pay their workers and they pay lobbiests to cut schooling to shreds (get it?), ultimately hurting themselves. They want people dumb so they can’t think and make better products them them, because they want to keep all the money in the world. That’s literally the game of capitalism, single winner takes all. How can they be making billions in profit if fees are so low? Because they don’t actually need the fees and it’s just 100% marketing. Netflix buys houses as investments. Companies do everything to make money but can’t make a player that can skit to the next episode in mini mode and doesn’t go back to the mini screen on the next episode. Sounds like a small detail to complain about but it 100% shows where their priorities lie.",2022-02-19 05:12:41,False,netflix,363590051
easy resume!,I use Netflix quite often,4,Netflix I love all the kid selection shows but please don’t put near raiders on there is very annoying like there was one on my favorite movie Loud house movie movie and the adventure Barbie and only a few shows have no NARA raider like spirit writing free war Barbie life in the dream house and keep all your shows because they’re super great the reason I’m reading this for stars is because I don’t like the narrators like I know the show cause I’ve watched it I need I’ve been going wrong and sometimes it can be in the movie but just cut it off I don’t like it so four-star and yeah I guess that’s my review so hopefully you can cut off narraraters.😁😡,2022-07-13 03:22:00,False,netflix,363590051
Starter2983,Netflix is good but not great!,4,For starters they remove the classic yo Kai watch the movie which was a real heartbreak to all those fans out there I’m myself this one and there?our cliffhangers A lot of them like haunted house the secret of the ghost ball The classic horror show why didn’t they put in season two or season three and this series is a very good one that I like to watch so why don’t they have a new one I don’t know just please Netflix hear me out do a few changes based on the reviews I’m begging you!This probably won’t get readed Netflix if you do please oh please do some changes with your show options that you removed and to add like the classics I just said,2022-04-27 00:08:15,False,netflix,363590051
Unicornhorse lover,Pls read and take into consideration,5,"Don’t get me wrong I spend all my time on Netflix and I love the app. However there some add-ons I think could be beneficial to its users. Say your parent got rid of Disney plus, Disney plus has GroupWatch so you can watch shows/movies etc with friends anywhere. I think this could benefit Netflix,you should be able to watch shows with friends, spouses, Significant others etc without being in the same room, house, city, state as them. That’s really it tbh. I know you can accept the requests without license blah blah blah but this could really be cool for Netflix as a streaming app.",2022-04-07 03:19:03,False,netflix,363590051
NuggetSizedMoon,Only 1 Problem,5,"I rate Netflix 5 stars because everything is great but there’s one glitch that I think people should know about. After you start watching a show and you don’t like it, you can’t just remove it from continue watching. To remove it from continue watching I’ve had to try multiple times, and you have to press remove from row then continue watching a few seconds of it for it to go away. 

Developer(s) if you are reading this please try to make it to where when you press remove from row it will just disappear.",2022-09-20 01:38:41,False,netflix,363590051
BenRichey1,"Great service and content, bad app",3,"I love Netflix and the content that they create/provide. However, the app has been incredibly buggy lately. The pause button doesn’t work properly, first of all. If you hit pause, the video will pause, but the button doesn’t change to a triangle like it used to. It stays as the two vertical pause bars. In addition, the audio is super buggy. I frequently hear random audio from different episodes of the show I am watching. I was watching stranger things and could hear audio of one of the characters speaking in a scene from a totally different episode mixed in with the audio of the episode I was watching. This is a bad bug. Fix asap please.",2022-09-10 05:07:00,False,netflix,363590051
lolloolokdbdjdhd si,Junk,2,"At the end of the day, Netflix is netting millions if not billions of dollars as we lose our valuable family time and forfeit reading with our children. Sure they have some educational shows and documentaries but in light of all of the violence we have to live with, wouldn’t it be nice if we shut it down and concentrate on our children?
They model what they see and then we complain about how some moms and dads are not good parents.
I have watched  Netflix slowly take our time and money. I don t know about you folks but we canceled our membership saving us a few bucks a yr that we can allocate toward vacations and other family friendly activities.
Netflix is a business that does not care about families and children , just our hard earned cash!",2022-08-10 18:06:52,False,netflix,363590051
please take a note,Used to be good,2,Netflix was the one platform I would look to for anime shows like the dragon prince but after hearing all these cancellations and staff layoffs mostly in the animation department just make ask myself why would you do such a thing… yeah I know that not all the animated shows are canceled but their shows that are all just slice of life or some type of high school romance drawable that I really don’t care about although there is a vast audience that does and then you have shows that are just for kids like 10 and under. I feel that you’re trying to pander to a certain audience and because of that you take away from other audiences. If this trend of cancellations keep on happening then out think this platform is gonna last much longer.,2022-05-18 18:33:38,False,netflix,363590051
lillexbih,Pls read netflix!🙏,3,Absolutely you still love this app they used to come out with new shows that actually were enjoyable to watch now it just seems like they are putting out stuff just to put out stuff it’s more quantity over quality instead of the other way around and then on top of that they raise their prices to almost $15 a month for something that I have to force myself to find something new to watch that’s actually enjoyable I truly love Netflix they have a lot of good TV shows and movies on there that are iconic but the $15 pricing mixed with no actual good shows being put out just is a little too much for me I really hope that you guys figure something out!,2022-05-18 14:31:41,False,netflix,363590051
Birdboy254,OBX3,4,"ok so we all love outer banks with a great big portion of our hearts and because of that we DEMAND consideration on a sooner release date than december. speaking on behalf of all pogues of the world we will not be able to tolerate a december release date for OBX3. this show gives summer vibes and should not be released during the northern hemisphere’s winter season. please have a word with those in charge to work out a sooner date, preferably one in a warm month. we love obx with a passion but we don’t love the release date,, figure it out please. (PS. this rating is a reflection on the satisfaction of the OBX3 release date and has no relevance to the performance of the app or quality of the platform)",2022-05-03 23:18:14,False,netflix,363590051
InstaFollow111,"Hello, Netflix here are some tips.",5,"Netflix is great. But could be a lot better for viewers if you added some famous movies. For example Harry Potter! It would get 10% of most viewers then you get in a year. And instead of canceling shows.. just make them a limited series! And if the places are too full to add new movies then delete the useless ones. For example the ones that people don’t ever watch and don’t know about. Like country comfort or how I fell inlove with a gangster and spider-man cartoons. Thanks and also add Harry Potter and make English subtitles more clearer and bigger.
Thanks for reading 
To : Netflix 
From : 🤫",2022-02-11 07:57:52,False,netflix,363590051
puffifish,Pretty okay,4,"See, the thing with Netflix is that sometimes you can’t find good shows to watch. Most of the time when I find something good on Netflix (shows) and I get hooked to it, I go through episodes quickly. Next thing you know I’ve finished the series. After im done with the series, I often have a hard time finding another show. Before i knew about stranger things, I would barely open the app. Now that I’m on season 4, (ep 2 if you must know) once I’m done with ill probably have a hard time finding something new. This isn’t really an big issue, because it’s more of me being picky but whatever! 🤷🏽‍♀️",2022-07-21 22:00:37,False,netflix,363590051
