isEdited,date,userName,review,rating,title,app_name,app_id,developerResponse
False,2022-04-08 13:35:38,kpoulor,"Mainly that the app constantly needs to be force closed 2-3 times to actually load anything as it won’t load up the first time. 

Skipping through a show by dragging the line is also very hard to start and then when you do skip to the point it doesn’t register and just goes back to the beginning. Great app otherwise but these things are frustrating.",3,Good but a few glaring issues,hulu-stream-shows-movies,376510438,
False,2022-02-17 03:23:36,Bham-Hill,"The app seems to behave just fine when using it natively on iPhone. However, it is impossible to cast downloaded content to an AirPlay device.  Even screen mirroring does not work to resolve this issue.  For users with weak in-home broadband, strong 5G service, and a tethered data limit, streaming from or downloading to the iPhone are the only ways to watch. It’s unfortunate, then, when a subscriber cannot cast that downloaded content from their 6.1” screen to a 61” screen.",2,Casting Broken for AirPlay,hulu-stream-shows-movies,376510438,
False,2022-08-10 08:31:53,geuehdvdjsj,I can't get into my account because the password was changed I am trying to change the password back currently and I've treated to send about 6 emails to my email to reset my account password and Absolutely none of them have been sent back to me with a way to get into my account It is starting to get very frustrating especially since I'm paying yall to help me with the issues I need fixed and I'm getting zero help,2,Can't get into my account very displeased,hulu-stream-shows-movies,376510438,
False,2022-07-14 20:21:21,Helam89,"Downloaded a bunch of episodes for a long road trip but when I went to watch them they wouldn’t play. Trying it in the hotel now and the downloaded episodes only play when I have an internet connection. If I disconnect from WiFi they don’t work.
Also If you have the magic keyboard for your iPad it keeps popping up the list of episodes under the video and changing the video to half-screen, it is really annoying.",1,Downloaded episodes don’t work and is annoying to use with magic keyboard,hulu-stream-shows-movies,376510438,
False,2022-05-15 02:30:52,FIX YOUR S*It,"i don’t think there should be any ads, especially when your paying, or at least one add or 2 but ads that last 3 mins or longer are annoying. The sound when commercial come on they louder than the actual film we are watching, it gets really annoying because when i’m watching something i need to turn up the volume but when ads come up i need to turn the volume all the way down. 🙄",2,commercial and sound,hulu-stream-shows-movies,376510438,
False,2022-09-21 22:33:22,AmplifiedLife,"Apple TV app - on ad supported tier, if you accidentally rewind (or fast forward) even one second too far, you will be forced to rewatch ads. Re-watch. 

So if you rewind past more than one commercial break, expect to rewatch all the ads from each break again, or as many times as you move forward or past each break (for whatever reason; took a phone call/restroom break/fell asleep) - that could literally mean every single ad from the episode, two or more, times.",1,Apple TV app - Hope You Don’t Need Fast Forward or Rewind. Ever.,hulu-stream-shows-movies,376510438,
False,2022-09-16 16:18:18,Ishtar2003,"I used to really love this app but recently I’ve noticed things I don’t care for and/or are buggy. 
1) the incessant ads are just annoying 
2) I can’t “reset” a show that I’ve already watched. This means that the episodes will pick up where I left off which is usually the end credits. 
3) if I try to play a show from the “My Stuff” list, it’ll play a minute or two and then completely shut down. Not sure why it’s doing this. 
4) for some reason it keeps recording episodes of shows I don’t even watch and have never watched and it doesn’t give me the option the stop recording. 
5) it keeps recording shows that I do watch but have selected not to record any episodes. It won’t stop.",3,Not the best…,hulu-stream-shows-movies,376510438,
False,2022-06-04 06:53:01,Nats87,"App refuses to autoplay next episode consistently. Most times it only plays 1 episode, occasionally it will play 2-3, but never more than that. It used to work, idk what happened. Tried turning autoplay off and on again, completely closing out of the app, and deleting and re-downloading. Nothing works. Please fix soon, I usually play shows when my hands are busy and dirty, so it’s a pain to stop and wash my hands just to push play and it only plays 1 episode.",2,Broken Autoplay,hulu-stream-shows-movies,376510438,
False,2022-03-13 03:26:17,najajajajajajajajajggwgY,"Developer need to fix a couple bugs. Subtitle stops working and needs to be turned off and back on again. 
Also, when skipping back 10 seconds and you skip into the previous ad, you gotta watch the whole ad again. Which is 90 secs every time. 
Also, the amount of ads is huge. Probably 15-20 min on a 45 min episode.",3,Needs bug fix and too many ads,hulu-stream-shows-movies,376510438,
False,2022-03-05 03:38:02,MxMothra,"I love a lot of the content I can watch here, but lately after a 1 and a half minute ad break says it’s done, Another one starts! This leads me to have 9 or more minutes of ads! This glitch has been driving me nuts and is taking up too much of my time. I hope this gets resolved soon.",4,Has a decent collection of content. Frustrating bugs,hulu-stream-shows-movies,376510438,
False,2022-01-27 07:25:05,EsqBluejay,"Can’t stress enough how many people have already transitioned into 4K screens that want the option to be able to view at the highest quality including on phones. 
The app glitches and lags on my phone randomly a few seconds ago after i updated to iOS 15.3. I don’t know it was the iOS or what; but deleted and downloaded the app and it fixed the issue.",3,Needs more 4K selections and stability,hulu-stream-shows-movies,376510438,
False,2022-01-24 07:37:06,Plz Let Me Watch AOT ~ Cody,"It has tons of your favorite shows and movies! Well if you’re willing to put up with a bombardment of ads! But at least once the ads are done you get sometime to enjoy your shows… except for when you’re unable to because the ads will relapse or the frame freezes with running audio. Well maybe all you need to do is restart your phone or the app? Nope. I mean they’ve suckered a large amount of people into paying for ad filled streaming, you’d think they’d have enough money to make an app that works! HAHA NO BECAUSE F’EM",1,What an app,hulu-stream-shows-movies,376510438,
False,2022-08-09 01:04:04,Snabhsjckmxnbznnzm mammals,"Oh did u miss something in ur favorite tv show right after the commercials, just take it back 10 seconds, no u have to watch 1 1/2 minutes of ads, miss it again ok watch more ads, oh ur frustrated close the app after watching the ads. You go back to that show later to watch and have to watch another commercial break just to start where u left off. It’s now been 4 1/2 minutes of ads u have watched just for one section of the show I wanted to replay. Please fix this.",1,Ads Play Again when u rewind,hulu-stream-shows-movies,376510438,
False,2022-06-10 01:47:08,snbddlsn,This app is terrible for any platform other than computer. Currently watching Attack on Titan but with subtitles. It’s only available with ads which is annoying but not an issue of being “not user friendly”. My issue is that the subtitles will randomly turn off after an ad so I have to rewind after turning them back on (which is a pain in it of itself) and because I rewind just a few seconds to far back I have to rewatch the ads AGAIN!! It’s complete bull crap and a terrible design.,1,Not user friendly,hulu-stream-shows-movies,376510438,
False,2022-01-07 20:50:51,wyattgamerp09,So first of all everyone is complaining off the adds when yeah they are kinda annoying but the overall app is amazing and the sound I don’t know what about that but the video quality is fine and this app is recommended for people who appreciate what they have,5,I love this app,hulu-stream-shows-movies,376510438,
False,2022-09-02 20:28:48,natedogg1999,"I love the selections hands down great shows and movies, but why do I need to pay to watch ads and the app has the audacity to ask, “WhAt KiNd Of AdD dO yOu WaNt To WaTcH” how about none. I’m paying 10 dollars for this app and they reset everytime im you step away or back out by mistake. Then it’s an option to pay more for no adds. No if I’m paying for the app it should not come with adds especially at its base price. Love the shows highly disappointed with the presentation",2,Ads,hulu-stream-shows-movies,376510438,
False,2022-07-13 17:33:21,dontcarewhatyoucallme,Half the time I have to restart the app because the next episode gets an error or the sound goes out when I play on my iPad I’ve deleted and reinstalled multiple times . Nothing works. I feel like it really only works correctly when I fall asleep to wake up 5 episodes deep haha but when I use it and I actually watch it feels like it’s never working correctly,3,Shows are great but the app….,hulu-stream-shows-movies,376510438,
False,2022-03-06 17:05:38,Noramaq,"It’ll frequently kick us back several episodes in shows we’ve been watching for a while. Sometimes it’ll restart an episode all over again instead of recognizing where we were.  None of these problems are huge on their own, but it’s very annoying to have to watch ads to skip to where we were when it glitched out.",3,Glitchy,hulu-stream-shows-movies,376510438,
False,2022-01-20 20:31:32,FutureMrsGaboury20192015,"I was charged for my subscription, my apple account confirmed this. iTunes said my account/subscription is active until Feb 2nd, and yet the app refuses to allow me to stream. They still claim my account is on hold even though Apple says it’s been paid for. Tried customer support and got some woman I could barely understand with an extremely thick accent. Kept repeating herself and refused to actually help my problem by resubmitting the payment charge. Don’t waste your time!!!!",2,Steals money!!,hulu-stream-shows-movies,376510438,
False,2022-01-06 21:06:47,Psshaw,"Great content, especially quality horror movies you can’t get anywhere else. My problem is that I have to really dig to find a lot of it. The iPad app recommends me the same things for months, and a lot of it is stuff I’ve never shown an interest in, like The Bachelor and celebrity specials. I add things to “My List” and never see them again. It’s obvious who’s paying to be put in the top spots.",3,Suggestion algorithm needs work,hulu-stream-shows-movies,376510438,
False,2022-04-01 08:57:03,sree_,I said what I want to in title. You guys are doing everything well except few which I don’t want to rant about as I see constant improvement with each update. I hope you’ll let users choose the quality of downloads though!,5,Better than HBO & Disney almost as Netflix,hulu-stream-shows-movies,376510438,
False,2022-10-01 22:21:47,ymgtc4,"Please please give me the option to do a Picture-In-Picture when watching TV I would love to be able to watch two sporting events at once but at this time it is not possible. 
If you could take a page out of your friends over at ESPN book and do a multicast that would be even better. (Apple TV app)",4,Nearly perfect,hulu-stream-shows-movies,376510438,
False,2022-07-01 02:20:48,zoomcity,"I’ve had no sound on my iPad for over six weeks. I was told this is a known issue, and that because I’d contacted customer service, I’d be high on the list to get the sound restored. This makes zero sense, and smells like a lie. If you fix the problem, it’s fixed. There shouldn’t be a waiting list, just an app update. Not that any of this matters, because the only way to know if the problem is fixed is to delete and reinstall the app every now and then. You’ve got to be kidding me. Amateur hour over here.",1,No sound,hulu-stream-shows-movies,376510438,
False,2022-09-04 22:55:25,upset girl🙄,"It’s good but every anime I watched it only had like one season and plus it is like 13 ep but it says 26 so I get my hopes up but there is not 26 it’s 13 because it’s in different Yk so yea can you pls fix that ( I have a question dose a new season come out every month?
 ( if you do read this thank for your time )",4,Good but like 3 thing pls fix then you would have me sold,hulu-stream-shows-movies,376510438,
False,2022-09-02 14:30:32,doodoonecktits,"It won't download movies. When it finally does it will randomly delete them. At first it was only if I closed the app. Now it's even if I don't. There are so many glitches and bugs in this app it's crazy. I cannot adjust the resolution, which goes from normal to potato whenever there's a slight change in temperature. It's incredible how a company who's revenue is based entirely on streaming, could come up with an app that is this subpar. I guess Netflix has one less competitor to worry about in the trying times of this industry.",1,So bad,hulu-stream-shows-movies,376510438,
False,2022-07-10 02:53:59,𝕄𝕠𝕣𝕖 𝕗𝕠𝕟𝕥𝕤,"Why on earth are the ads so long??? and why are there so many?? Someone when im watching a show theres an ad RIGHT after the intro song, most of the time the intro song is rlly short but the ads that come after it are a min long each?!? Not only that theres always 5 or more ads, im already paying 5 dollars a month PLUS tax why cant you guys be like netflix with no ads just the real deal.",3,The Ads,hulu-stream-shows-movies,376510438,
False,2022-01-03 15:55:35,T. Annabelle Taylor,"The app is pretty good and It’s easy to use on my TV and Phone. There is a glitch on my TV that when I go back to my show it goes back an episode and I have to restart my TV and it’s super annoying. So if you can fix that, it would be nice. Other than that it’s a very good app and I use it all the time. So keep up the good work.",4,Small glitch but still good,hulu-stream-shows-movies,376510438,
False,2022-07-30 01:50:58,theactorquit,Mobile app is unusable when you get stuck in an ad loop. Ad timer shows 2 minute countdown. Once the countdown is over you start the whole ad session over with a new 2 minute timer. I have restarted phone and closed app and even restarted episodes with no way to get out of the ad loop once you reach that marker. Fast forwarding does not fix this. Watching on tv can have its moments where ads become a problem but not like the mobile app. Mobile app is completely useless. Delete.,1,App not good,hulu-stream-shows-movies,376510438,
False,2022-03-23 23:23:39,plz don't shut down,The amount of ads of the subscription is too many even a free movie or show app like Tubi has less ads your company is just too greedy you make people pay to watch a show full of ads but Tubi has no pay and much fewer ads you can at least add a purchase of no ads for 1$ for all shows plus the subscription so people can at least enjoy a ad free experience for only 2$ with more shows than Tubi,2,To many ads for price,hulu-stream-shows-movies,376510438,
False,2022-03-14 03:26:02,Writer care1,"The way company has abused us with this App is Charging and Subscribing for this App Unauthorized. Then this App makes it very difficult (or impossible ), to Cancel and get Credit for Unauthorized charges.
When after a lot of difficulty did cancel, it appears next month unwanted again and again !!!
Will you Reply to this directly and fix without more run around and telling the customer do more hard tries, with Another ‘department’ ! ??
(The usual run around trick).",1,"Unauthorized Subscription , Terrible wrong Charges",hulu-stream-shows-movies,376510438,
False,2022-06-29 03:11:10,shxbdjdbhdj,It’s a great TV platform to watch things on. But the ads can get quite annoying. I was watching a TV show and it had 14 ads. Each of them were like two minutes long. I only had a short period of time to watch the show. You can’t even really watch it. Most the time of the show is the ads.,4,Ads,hulu-stream-shows-movies,376510438,
False,2022-09-26 03:43:51,ccdgbj,So I was watching some anime than an ad came up and I watched the whole ad than when it finished my screen froze than I went back 10 seconds and I had to watch the ads again so I watch it again and it froze again this happened the last time I was watch it too and also when my screen doesn’t freeze I have to watch more ads for one minute and than it freezes this is so annoying I can’t even watch the show for at least 3 minutes please fix,1,Ads,hulu-stream-shows-movies,376510438,
False,2022-08-20 18:54:04,facttrue,Great selection of movies and shows but horrible organizing and management. Very difficult to upgrade or modify plan due to not being able to access account online only on iTunes or google play and the ad version plays excessive ads to a point where in 10 minutes you have watched has 6 minutes of ads and 4 minutes of the program.  And then it jumps 6$ for no ads.,2,Worst streaming service,hulu-stream-shows-movies,376510438,
False,2022-08-04 04:10:33,MCC Fan,"I don’t even know why I keep paying for this service when I haven’t used it in months. I cannot get the app to work on my iPad or computer or a browser on either one. I don’t want to watch television on a tiny iPhone screen, it’s small enough on the iPad. I have done all the troubleshooting steps recommended but the app still crashes upon opening. It will not work! This is ridiculous! Can you please fix this issue? If it’s not fixed soon I’m canceling my subscription.",1,Continued Issue with iPad App,hulu-stream-shows-movies,376510438,
False,2022-04-09 23:14:17,Sirilover88,"The Apple TV app is not showing live tv channels. It will only show recent channels, but not the full lineup we are paying for. Really annoying because it was working flawlessly before about 2 weeks ago. Now has been spotty and only gotten worse (now it can’t even be troubleshot) since then. 

Please fix the app as soon as you can. Only then will I update my review.",3,Apple TV App Not Showing Live TV Channels,hulu-stream-shows-movies,376510438,
False,2022-06-23 03:00:48,pollutionnon,Amazing that they offer a cheaper subscription with adds but it’s so poorly done that it’s infuriating and must have been designed with the existing flaws on purpose. Why on gods green earth do adds replay if you go backwards at all before a add break. If you already watched 2 mins of adds and then move back the timeline 10 seconds to watching something again do you get another 2 min add break. Also randomly some shows will have add breaks like every 2 mins which makes it unwatchable,1,Adds,hulu-stream-shows-movies,376510438,
False,2022-04-12 22:22:23,Chbwilson,"I watch quite a bit of live TV and use the record feature some. Consistently the ending of a program is cut off so we are robbed of the finalization of a story (whether recorded or watching “Live”).  FRUSTRATING!!!!  Sometimes I see the ending of a previous program when beginning a new program.  

Couldn’t you provide the entire prograo as advertised???",3,I’d like to see the entire program on LIVE TV.  FRUSTRATED!,hulu-stream-shows-movies,376510438,
False,2022-01-07 00:53:25,Defroster890,"It’s 2022. I shouldn’t have to watch 5 minutes of a blurry program hoping it will fix the resolution on its own. Then I rewind it and it’s blurry again. There’s no reason you can’t give me the option to select the video quality I prefer to watch. I live in a city, my internet is fine. If I have to wait a couple minutes after choosing the best resolution for it to buffer, I’m a grownup and I can deal with it. Please give your customers the option to choose their stream quality.",1,Blurry,hulu-stream-shows-movies,376510438,
False,2022-08-31 08:21:56,ash-a-weee,"Why don’t you guys cater to ppl with an older iOS? One where I am able to download your app with ANY iOS?? 
Many many other streaming apps have an option for older iOS users to download an older version of the same app in which that “older version” STILL works perfectly. 
Just bc my version isn’t “new enough” I still should be able to download and enjoy streaming and everything else entertaining you have to offer like everyone else. 
I’m broken-hearted for having to discontinue my use of your app, my account with you guys, & of course your great original shows and movies. 
EVERYTHING is on Hulu.....I, however, am not. 

Sincerely-
A broken-hearted former customer who would love to return ONLY IF this ever-so-largely “speed bump” gets fixed....
This suckssss BTW....",1,An older iOS not able to download this app??,hulu-stream-shows-movies,376510438,
False,2022-05-24 07:03:25,Alrusf,"Had this app for many years and used to enjoy it. After latest OS update it’s the only app that doesn’t have sound. It also doesn’t sync well with other devices and has no idea where you left off if you switch immediately. Lastly, I wanted to download a show which I rarely do and it gave me every possible error and wouldn’t do it. My advice to the team: you had a great product once, please fix the basic features before coming up with new ones…",1,Used to enjoy it,hulu-stream-shows-movies,376510438,
False,2022-05-13 04:11:45,onebigissues,The app is great I love it however I now have to delete my whole account so that way I can change the year in my date of birth I do not like that you give us the option to change the month and day but not the year please in further updates make this possible,4,One big issue,hulu-stream-shows-movies,376510438,
False,2022-06-16 18:24:48,Marv_el01,"There I more room to improve on your app, the layout of the app while looking for a movie is nice and all but the layout when watching a movie is crap, there is this black background thing when you pause a movie it’s crap and you can’t even skip intro. Work on that it’s really annoying, Netflix makes it way more easier. You subscriptions are more expensive so do better and stop stressing people.",2,Improvement,hulu-stream-shows-movies,376510438,
False,2022-03-04 04:44:23,Chalkurs,Nothing really special about this app. A bit over priced in my opinion. There is a large selection of shows and new episodes are added which is nice. Although my one criticism is that the app is not easy or convenient to navigate. And on my TV it is incredibly annoying not just inconvenient.,4,It’s okay,hulu-stream-shows-movies,376510438,
False,2022-06-20 02:30:11,ajsidney,"Get it together Hulu…I am not alone and this has been on going for months.  How come you seem to be the only streaming service who, when you have an update or there is some iOs update, the whole thing goes to garbage? No sound is not acceptable, and prior to that it was always “We are unable to play this program at this time” error message.  What am I paying for anyways?",2,App does not work with latest iOs for ipad,hulu-stream-shows-movies,376510438,
False,2022-01-26 14:14:34,Nnnnnnaaaaaannnnnnccccyyyy,"I gave it a 4 star because they don’t have like Netflix when you are interested in watching something, it give you a little trailer to get you to know about the show/movie/series.
And they should have a category of what’s trending and other stuff like that.
At least that’s my opinion.",4,Almost 5 star,hulu-stream-shows-movies,376510438,
False,2022-01-23 18:04:37,TBWB,"This app freezes constantly or stops playing midway or the screen will go black but audio continues or I get an error mesage. Just riddled with problems. I’ve shut the app, rebooted my device, nothing seems to work. So far, not impressed and it’s an irritation to try and watch a show only to have it freeze within 5 mins then again, then again, then again. Buggy! You need to do an update ASAP. Don’t recommend at all right now.",1,Freezes constantly - can’t go 5 mins,hulu-stream-shows-movies,376510438,
False,2022-01-04 03:38:11,RJtucson,"I had a paid subscription. I was still inundated by commercials. What's up with that. On top of that the very best movie I could find was maybe 2 out of 5 stars. It doesn't help that most of their ""movies"" are really bad tv shows. If you don't know the difference between a movie and tv you have no business making a streaming app. When people pay for no commercials, don't show 45 minutes of commercials in the middle of a movie. What losers.",1,Commercials on paid subscription?,hulu-stream-shows-movies,376510438,
False,2022-09-27 01:04:13,arthomas2021,"You’ll spend most of your time watching commercials. I swear they play every 10 mins and if you rewind for any reason after watching the commercial, you’ll watch it again. They are like 5 mins long. Also - they play obnoxious leftist political commercials. No one wants politics in their face all the time. We come to watch things for enjoyment. Please stop playing them.",2,You’ll spend half your time watching commercials,hulu-stream-shows-movies,376510438,
False,2022-09-14 23:14:57,Kluge deadlinekhy,For the past couple of days I have been trying to watch my shows on this app. I have been getting 2 2 min ads before I can even watch the show. I was fine with this when the app actually worked. Recently I have been in a perpetual loop of only ads. For some reason it keeps glitching and won’t load the actual show got me so I have not been able to watch it. Very frustrating not worth the waste of time bc this app doesn’t work!,1,Ads and no shows,hulu-stream-shows-movies,376510438,
False,2022-07-15 06:35:08,MLin98,"When you rewind after an ad has played, it replays the entire section of ads again. Pretty embarrassing for such a big company to fudge up this aspect.

Too many adds of the same type sprinkled in intervals of the show as well, with some not breaks even appearing in the show's timeline player. At this point I'd rather watch 10 minuted of ads at the beginning than what it is now.

Would not recommend this app until they fix the rewinding problem.",1,failed programming,hulu-stream-shows-movies,376510438,
False,2022-05-15 18:41:30,nikkkfw,"Disappointed in the service. It’s bad enough it’s always freezing up (no matter what device I use) and then service was out for a day and was told I would receive a discount and all they did was push my bill up a week but kept the full amount. Service is actually not getting any better either. Thank you representative Karl L for your time but no help with fixing my issue, thanks for the effort and concern. I’m just disappointed",1,Service going downhill prices going up!,hulu-stream-shows-movies,376510438,
False,2022-03-08 04:43:59,mercer179,"Ads cut off mid ad to play another ad and restart the clock. Joy. They advertise shows that you have to buy an additional subscription service to see. When watching a show they start the next episode 5 minutes before the episode ends… cutting out watchable minutes mind you, not credits. Watched a whole season before I realized I’d missed all of that time. All in all…meh. You get what you pay for.",2,Weirdest glitches,hulu-stream-shows-movies,376510438,
False,2022-01-01 05:07:57,i want spotify shut down,"The reason I say this is because this app is overpriced for the experience you get from it. It has constant glitches and you have an add every 5 minutes, even during movies. As well as they limit the amount of devices an account has. This causes some people including me to miss something like the New Years Eve ball drop. So I highly recommend that if you want to pay for a streaming service you use a different platform than this.",1,Don’t bother paying for this app,hulu-stream-shows-movies,376510438,
False,2022-08-18 16:01:46,dkessler15,"I’ve tried downloading movies onto my phone in this app endlessly, and they without fail delete by the time I try to watch them. Googling around has suggested that I may be getting logged out of the app, which causes them to delete. God knows why that would be how it functions, but to try and fix this I have kept the app running in the background on my phone for hours on end. Still, the downloads end up disappearing. Infuriating.",1,Downloads constantly disappear,hulu-stream-shows-movies,376510438,
False,2022-08-05 23:05:05,em111107,My name is Emma and I would like to say I don't like how the search button is all the way at the top. If i have been scrolling trying to find something to watch for a while then figure out what to watch i don't want to have to scroll all the way to the top. It is very inconvenient and takes some time to get all the way back up.,3,Rating,hulu-stream-shows-movies,376510438,
False,2022-07-13 07:30:08,EricaGVC,"You vet great selection on this app the issue is that you get ads in the beginning and then 3-5 times during the episode and then at the end, so at the end of the episode plus the beginning of the next makes it super long ad time it’s getting ridiculous. And this is not a free app, is around 7$ per month.",3,Good shows and movies but ads are too much,hulu-stream-shows-movies,376510438,
False,2022-04-06 21:34:54,K.A.I.S.E.R,"This app is one of the most frustrating thing to use. Anytime you try to fast forward/rewind, the show gets all out of wack and skips to wherever it want. Not only that, it makes you sit through 2+ minutes of commercial on top of that. After the commercials are over you can then correct it to the place you need your show to be but then it makes you watch 2+ more minutes of commercials…this is absolutely insane.",1,Commercial bait,hulu-stream-shows-movies,376510438,
False,2022-01-10 17:47:01,May23401,"Firstly, I would like to point out that I am paying for commercial free but still pretty much most of the shows I watch still has commercials. The commercials? Are way too loud. The tv show/movie you are watching is quite so you have to turn it way up…then the commercial pops up almost bursting your eardrums lol. Please fix the audio issue. It’s ridiculous.",3,Audio,hulu-stream-shows-movies,376510438,
False,2022-07-28 01:55:02,beaviss420,I think we need to give these guys probs. Even if you have the basic plan they don’t show ads for kids shows! It’s amazing they aren’t trying to brain wash my kids with ads. I love it love everything about it. Keep it going guys,5,Not enough credit,hulu-stream-shows-movies,376510438,
False,2022-09-10 19:02:51,blue koi fish,I’m on the younger side and i have an adult account but I tried to watch the Blair which project but it said “this is a kids profile you can only watch kids tv shows and movies” it happens with other shows to. I have to repeatedly click the show and exit out so I can watch the show.,4,Good but..,hulu-stream-shows-movies,376510438,
False,2022-08-05 06:18:24,bellamy890,"Now, the app is amazing and has all my favorite shows. But the ads are too much. It said i had two ads but instead every 5 minutes a got a almost two minute ad. At this point i think i’m just going to use netflix again because at least it has a lot of good shows with NO ads.",3,These ads are way too annoying,hulu-stream-shows-movies,376510438,
False,2022-06-09 23:22:20,Crantberry,i’m fine with ads. but i do not appreciate how i have to rewatch them if i rewind a few seconds into what i’m watching. can you guys or whoever is in charge of changes pls make it a thing where i don’t have to forcibly rewatch two minutes of ads just because i rewind it two seconds too much?,4,Ad issue,hulu-stream-shows-movies,376510438,
False,2022-07-12 07:52:37,febrbtunim,"I like this app , but when I’m binge watching bobs burgers it won’t automatically go to the next episode. It pauses for no reason. So I have to constantly push play on every episode. It’s pretty inconvenient especially since I pay for this app. So if that could ge fixed that would be great. It does this on my phone iPad and laptop. In all these I’ve uninstalled and reinstalled it to see if that would work. It did not. Please fix this.",2,Ok,hulu-stream-shows-movies,376510438,
False,2022-01-24 10:34:02,Nshshbfndkakakakakak,"It started with 15-30sec adds now its up to 2 min. Its dumb. Not to mention i have 1000mbps and the only thing that loads properly sometimes is JUST the ads! Im trying to watch AOT and right after the intro i get a 2 min ad, and immediately after the ad the actual show wont even play! So i close the app and re open just to load back onto another perfectly loaded add for it glitch out again etc. the way they charge you youd think it would be on par with Netflix .",1,Horrible,hulu-stream-shows-movies,376510438,
False,2022-07-01 03:59:40,Dalcow*,I tried multiple apps and when I saw this one charging $7 a month I was a little skeptical at first… But then I looked through the all of the shows they have to choose from and there is SO MUCH :) it’s totally worth your money!,5,Best choice,hulu-stream-shows-movies,376510438,
False,2022-07-21 03:12:14,07714339,I love the app and watching shows on it one thing I’ve noticed though on mobile and TV version that has been going on for months on end is being kicked out of an episode of a TV show and having it start a totally different episode out of nowhere.,4,Great for the most part!,hulu-stream-shows-movies,376510438,
False,2022-05-31 01:51:17,jajaswaze,"The fact there’s ads on a paid service alone is pretty annoying, looking past that though, it’s even more annoying when I watch the ad and want to replay something from a previous scene and it makes me watch the SAME EXACT AD AGAIN. If you have to do ads do it in a way that’s fixed and once you watch the ads for that episode if you rewind you don’t have to watch the ad again.",1,Force to watch ads even if you watched it already,hulu-stream-shows-movies,376510438,
False,2022-04-30 06:47:41,DesignQueen101,"Hey, so I actually love this app, use it all the time.  But I don’t know what you changed, but it’s causing problems.  Shows just freeze randomly, and then the app won’t even let me exit or refresh or even pause it!  It’s making me really not want to open the app, please fix this!",4,You got bugggggggsssssss,hulu-stream-shows-movies,376510438,
False,2022-09-16 06:04:37,aidenhargreeves,Sometimes the show assassination classroom lags and continues to talk while the screen is frozen. I’m not sure if it does this with any other shows but I never had this problem before,5,Just a small thing,hulu-stream-shows-movies,376510438,
False,2022-09-09 04:08:27,Dstar Love,"Definitely don’t understand how long the commercials are… or if you just wanna see the preview, we have to watch a commercial thats longer than the preview? Definitely just want to cut it off and just watch something completely different.. too many commercials for monthly subscription 2.5-3 stars 🤷",3,Long Commercials…,hulu-stream-shows-movies,376510438,
False,2022-09-04 00:10:31,!!!!!?????!!!!!!!???!!,"The amount of ads is insane, usually 2 minutes long and five minutes in between them. You also can’t rewind after an ad if you missed something because you’ll have to rewatch all the ads. It crashes, doesn’t update across devices as well as Netflix does etc that being said it does have good shows like Vikings and sirens",2,"Ads,crashing but also some good shows",hulu-stream-shows-movies,376510438,
False,2022-08-11 04:18:31,kaya17625,"They say go to “keep watching” and you will see all your history. But it only shows shows which I didn’t finish. So for already couple years my so called history has only 2 items in it. This is a shaming flaw for the app and service like that charging not less than any other streaming services. My watch history is important to me, because I review it with friends and give recommendations based on it.",1,There is no watch history,hulu-stream-shows-movies,376510438,
False,2022-05-15 22:03:57,Määven,"Oftentimes when you rewind a video it’ll fast forward the visuals, freeze while the audio plays, and then catch up to the point where it’s paused at. It’s really annoying that a simple feature doesn’t work properly 
Plus the placement of the play/pause button is so inconvenient: why not put it in the middle of the screen like every other video player?",2,Problem rewinding,hulu-stream-shows-movies,376510438,
False,2022-03-17 14:43:06,Skis with dogs,"Hulu’s community forum is full of unanswered complaints and I wasted > hour with tech support to no avail. P-DEV320 issues that prevent playing and/or audio on iPad.

Yes repeated reset of network, reboot devises, delete re-install app, even reinstalling without Bluetooth (find devices) option, and inactivating proxies. Nada. My subscription runs out in two. Weeks and though the Roku app still works, I can’t justify continuing.",1,Loved the app until IOS 15.4 update—as with many other disappointed. Users apparently,hulu-stream-shows-movies,376510438,
False,2022-01-14 14:50:59,fjggjshzjgfudtsrjs,"The “Downloads” feature is a crock. I spend time downloading several episodes, because I don’t have consistent internet connection. But when I go to watch what I spent all my time downloading, THERE IS NOTHING THERE. The space still gets used up in my iPhone, which it shouldn’t be, seeing as how I have no downloads. A globally renowned app should not be experiencing these problems, and if so, should be able to fix these problems with haste. So make haste already.",1,Wasting my time,hulu-stream-shows-movies,376510438,
False,2022-07-09 06:23:38,exultant alloy46,"If I try to click on the pause button on the screen while I’m watching something, I manually have to make the screen smaller and pause it there OR I have to click on my headphone. Other than that the app is pretty solid to watch like Family Guy, American Dad, King of the Hill, and more.",3,Pause button on video doesn’t work,hulu-stream-shows-movies,376510438,
False,2022-05-28 19:15:53,EuphLlama,"Even on fast reliable internet my downloads take forever and will likely fail and be removed completely from the queue. I’ve been left high and dry more than once because of this while traveling. Super frustrating. Thanks for PiP though, that’s pretty cool.",4,Downloads Fail,hulu-stream-shows-movies,376510438,
False,2022-05-27 19:22:25,Mcdo4,"It has a few of my favorite shows. However, it freezes after completion of a show.  It will spin and not respond. I can close it. The only thing that will reset is to shut down iPad, and restart which is annoying.  I have plenty of free memory.",4,Has a cliche,hulu-stream-shows-movies,376510438,
