rating,isEdited,title,date,review,userName,app_name,app_id
5,False,All my favorite shows!,2022-07-10 15:25:16,"Hello. I want to thank Disney+ for having all my favorite shows and movies, I watch Jessie in my free time (please don’t take that show down) and all kinds of movies with my family. A few things I would suggest are adding a show that’s also on Netflix called Bunk’d, it’s where the same kids from Jessie go to summer camp. Also, if they ever make one, please add a Wings of Fire show/movie (if it’s ever made) I am obsessed with WoF. So I thank Disney+ again for being there with shows and movies to cheer me up every day.

Sincerely, Sydney R
12 year old girl",Sydney Reaser,disney,1446075923
4,False,Great as usual with only one issue on Apple TV,2022-01-28 19:13:37,"This has happened 2 times when I used Disney+ on my Apple TV, but whenever I finish a series or short, it’s still in my continue watching section. Even when I fast forward to the end, it still didn’t work. It’s even worse when the last episode you’ve watched is till in the bar and you would have to start all over again. This works on my iPhone but not my Apple TV. I know this may not be a big deal, but this didn’t happen with me in the past. I would like this to be fixed as soon as possible.",JTWatt04,disney,1446075923
1,False,Disappointed in Disney,2022-04-15 17:54:33,"I used to be a big fan of Disney… I am extremely disappointed in the companies decision to put sexual content in movies like red with little girls playing with them self. And also disappointed that Disney is going to take a stance and be supportive with grooming our children’s sexuality is perverse and I no longer will be supporting Disney or going to Disney or having anything to do with Disney except for the old movies which are movies that lineup with my wife and I is ideals and character archetypes that are beneficial to children this weird stuff that Disney is trying to do with getting involved with sexuality with children is again perverse and disgusting. I guess I’ll never know what happens in the Obi-Wan Kenobi so and, the other weird stuff that has been in.",Nickel2nickell,disney,1446075923
5,False,My friend❤️,2022-04-10 00:34:18,"Hello, me and my friend are both young and he loves encanto, he’s moving soon and I’m upset but I love talking to him, he has a great imagination and he wants all their powers he really wants a encanto 2, his favorite character is Isabella and mirabel💕 encanto music helps him calm down, he has Adhd and it really helps him, I’m really upset that he’s moving, he’s a really big fan of encanto and loves it with All his heart. I know Disney just came out with encanto but i hope in the next 2-3 years you can have a encanto 2, it would make him very happy and seeing him happy makes me happy.",jajshshjajsj,disney,1446075923
4,False,Long time fan,2022-06-08 22:51:06,"Disney+ is dazzling, almost never crashes and I love their pride month stuff just makes me so happy that they are noticing us! One complaint though their lack of cartoon show content. I love owl house and amphibia but I have to sometimes wait months on end to get the next 3 episodes, like I’ve been waiting for kings tides for weeks and why do I have to wait a month to get the next few episodes of amphibia. Don’t come at me saying that the episodes don’t exist I now kings tides exist so GIVE IT TO ME! Other than that if your a marvel fan you should love Disney+ or just a fan of good documentaries.",love25927482,disney,1446075923
5,False,It’s a great app 😍😍😍💕💕🥰,2022-06-09 22:13:05,"My kids brought me their tablets and said mommy can we get this app. So I looked into the app and found out that this was for kids.
So I said yes and the next day they got their tablets and they went downstairs and to my surprise they had popcorn 🍿.
So I said why do y’all have popcorn 🍿? They said because were going to watch a movie. So I got the app and we downloaded it onto our tv and now all I have to do is go to the store and buy popcorn and now we don’t have to pay to watch movies we can just watch tv at our 🏠.",apl that is the best come here,disney,1446075923
3,False,Disney plus app will only play movies in group watch mode,2022-05-21 20:42:05,"My Disney plus app on both my television and on my laptop keep exiting out of the whole entire app whenever I press play on a movie. The only way around it is to start a group watch stream and watch it that way, even if we’re not intending to watch it as a group. The app is finicky like it’s a beta app, it’s so weird. I gave the app three stars though because I love the content on the app, I would’ve given it 5 stars if only I could press play and watch the content like you’re supposed to be able to do. It’s inconvenient to have reopen the app every time I try to watch a movie.",maggiejaxsonsmommy,disney,1446075923
2,False,Love the app but it drops a lot.,2022-03-19 03:23:04,"I love how all the Star Wars movies are organized into this app but every time I try to watch something, it either pauses or drops. And I only use it like once every few weeks. Edit: I’ve now had this app for another year and it hasn’t been fixed. If Disney doesn’t fix it, I’m not going to renew my subscription with them this year. The app drops in between every episode of any show & at least twice during movies.

EDIT: I’m now back here adding another bad review as the app continues to drop while I try to watch a movie. It’s not the internet because this is the only app that does this. It’s updated. I’m not going to renew my subscription this year because of this.",Leni-D,disney,1446075923
5,False,"5 or 4, can u help me?",2022-06-09 01:55:21,"I can’t say I hate this game, cuz I don’t. It should be included in the shows and movie studios because we ❤️🧡💛💚💙💜 them, I would not change a thing if I was the creator. These people who included this in its rightful place in its home in the App Store, so if you hate this app, I’m never looking up to those people. Who think they can improve, they already did. They made other shows feel included too. 4 words, this. Game. Is. Best. Period.

Lots of hearts, H. G. A. 
P. S. I went to see Top Gun: Maverick, it was sooooooooooooooooôöóòœooooooooooo good, 5 stars to that too.",indahouse}£{,disney,1446075923
5,False,It’s amazing! But I have one problem..,2022-03-30 00:31:11,"I love this app! It has every single show I loved, and still do! Now I like me some good   
The Owl House, it’s my favorite thing that ever existed.
The thing is, sure it has season 2 that goes up to the 10th episode, you gotta like that, but I think atleast 2 new episodes were supposed to come out and they ever did for me, but for everyone else it did.
I’ve tried to update it, which it didn’t need. I 
want to watch it really bad, and now I feel upset not being able to watch a show that I love.",snjxjz,disney,1446075923
2,False,"Slightly less than adequate, when it functions",2022-07-28 02:33:36,"This is the only app/service we have consistent issues with functioning properly on any devise. With 357 mbps download and 11-12 upload in the loft with pods, it never works. We have tried everything including calling them. Told us we needed better than 11 mbps upload. 10 is a generally accepted speed for “good.”  Every other streaming app works great. The mediocre content and hassle with streaming is not worth the money. Unfortunately, we got sucked into a special rate when they were first launching, which should have told us something. This app and service is temperamental and the content is slightly less than adequate.",The Original Diggity,disney,1446075923
4,False,"Love it, but please add a Favorites feature",2022-06-17 01:43:18,"Hi Disney+ 
I love the Disney+ content, so much so, that I watch some of the series each night and in the morning. It helps keep my anxiety and panic attacks at bay (thank you for that!). Unfortunately, I have to search every night for the programs that I want to watch. It would be most excellent if you (and the tv app) offered a favorites option.  I’m sure parents with young children would find that helpful as well, since children frequently rewatch the same shows and movies. None the less, love your app and the content. Thank you!!",Kms2326,disney,1446075923
1,False,easier log in on tv please,2022-08-21 05:15:51,"when i try to log in on my tv, it makes me do it from the phone of the email holder. i cannot do that because it is my grandmas account and i do not live with her. therefore i cannot access my disney account easier. i dont understand how you guys do it manually on every other device like phones and computers but not on the tv, because you can do it just as easily. other apps such as Netflix and discovery plus and hbo max have this a-lot easier and have an option to enter the email and password in manually. please add this so i can watch disney plus on my tv instead of my tiny phone because whats the point of paying all that money for it when i only can watch it on my phone?",wowsrew,disney,1446075923
4,False,Disney fan,2022-04-28 02:17:27,First off this is a awesome app that works for all my three children and myself so much to mention my only complaint is that I hate to put on any tv show for my one year old and every five mins literally have to stop what I’m doing getting lunch or dinner ready or house cleaning because the episodes don’t auto play to the next one!!! If I can correct this please let me know but if not this is terrible I’ve had this app for afew months now but drives me crazy with this not being able to automatically play the next episode til their done?,momof283,disney,1446075923
4,False,Membership,2022-02-26 18:42:52,"The membership prices is high I would like want it to have like a free 7 day trail so people could see how good it is and I want the 1 mouth membership to be 2$99. And for the year membership I want it to be 31$.99

              But the apps good and all and I have a suggestion for you guys could you make like a place where you can search movies by content? For an example like say you wanted to find popular movies you find the place where you can do that and kaboom! You found some popular movies!

           So if you do that I’ll change my rating to 5!",tetrAz23700,disney,1446075923
4,False,Suggestion about the Short Films,2022-04-23 03:30:54,"I went to watch a Bugs Life the other day and when I started it I felt weird! I realized it’s because I hadn’t watched the short film that was always played before it like I did when I had it on VHS. I went to search for this short film and it took a while to hunt it down. My suggestion is that UNDER “RELATED”, when you’re looking at a movie, you also put the original short film that played with that movie. So, that way we don’t have to try and guess at the title and find it! I think that would be super helpful!",TinaFish,disney,1446075923
5,False,me and my family love this and you should too,2022-07-30 00:20:10,Almost everyone in the world loves Disney+ and they should you can watch whatever you can watch it with your family too it gives you stuff you would love and un-includes things you would hate everyone has a future with Disney anything like Disney Channel DisneyNOW Disney on demand and Disney+ Disney makes everyone feel included Disney warms peoples heart Disney is the best thing ever If you love Disney as much as I do download Disney+ and you too can feel the Disney magic🪄💙🌠🌌🥹,2013 Ava,disney,1446075923
5,False,Spider Man,2022-03-29 17:54:56,One thing I need to say… PUT IN THE TOM HOLLAND MOVIES ITS MARVEL SO PUT IT IN THE MARVEL SECTION. Andrew Garfield and Toby Maguire is Sony so I understand but still we need more shows! I know it might be hard but we are flying for more. And the blue spiral is so annoying. Disney plus is something you pay monthly for and sometimes you aren’t even able to watch since you need A LOT OF CONNECTION FOR IT. WHICH WE DO. I Just wanted to let you know this because I am watching the marvel series all over again for fun and I can’t because of the small bugs! But I still adore this app!!!,Samy the gamer YT,disney,1446075923
5,False,LOVE ❤️ IT one show is missing tho,2022-08-28 14:22:53,"So first off I love that I can watch all my favorite movies or shows on here (girl meets world,turning red etc) but one thing…they have Disney xd shows on there but one show that they don’t have is..GAMERS GUIDE TO PRETTY MUCH EVERYTHING! As you probably all know camron Boyce died and so i watched that show (also decendants ) and when I released the show wasn’t on here I was pretty upset so anyway overall good app just pls consider adding that show😊 also I love the new high school musical the musical the series season ok that’s it tyyy and bye ✌️",Kaileigh princess,disney,1446075923
1,False,Won’t even get passed the loading screen,2022-09-26 17:54:26,The app isn’t laying all I see is the Disney plus logo but nothing else. Yet I’m still being charged for an unusable product and to top it all off the billing never seems to skip a beat so how come the product we pay for monthly does? This is complete garbage but it’s not like we can go somewhere else when some of the shows and movies only exist on the Disney platform. This is pretty much turning into a garbage monopoly. Where they know they have x amount of people paying so now they just let the app go to the gutter since the money flow will keep coming without them having to work out the nonsense and bugs that this garbage app and streaming service has obtained over time.,Ray-Ray2927,disney,1446075923
3,False,No is going to get Disney Channel😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,2022-06-14 14:00:17,Why can’t they let us watch the whole thing even though we have Disney Channel that makes no sense. I want to watch the whole series of the owl house it doesn’t let me because we can’t be watched the whole thing on Disney Channel. I don’t like Disney+ it’s being so rude some kids just wanna watch things on Disney Channel and I can I don’t know where to find the app so if anyone has a really write or a review please tell me where I can find it thank you. I used to love this app but now I don’t because I wanna watch my owl house the whole Series!😡😡😡😡😡😡😡😡😡😡😡🤩😡 PS watch owl house it is amazing,✌️🦄👍🤗,disney,1446075923
5,False,I love Disney plus!,2022-09-11 22:38:35,Disney plus is cool because I get to watch old Disney classics like the little mermaid and Pinocchio and the marvel cartoons like fantastic four and marvel super hero adventures are pretty good I also love to watch the toy story sorts I think it’s fun to watch I can’t wait until the sequel to enchanted comes on Disney plus. I think it’s going be great I’m also excited about Percy Jackson i’ve read all the books in the Percy Jackson and the olympians series so I guess all I can say is keep up the good work Disney you do a great job,evan moyer,disney,1446075923
5,False,The best I love Disney+,2022-06-19 03:34:34,"I am a hardcore Star Wars fan and love rewatching the shows and movies and Disney+ has all of them but some times when I watch something it goes to black and white I would like a explanation for that that’s really it I would definitely recommend this if you like watching old Disney show like: dog with a blog or suite life of Zach and Cody or if you just like watching educational stuff like Nat geo or like me watching Star Wars. I really really really recommend this so good
(I’m not a robot. would a robot say: yeah “Eddie fell down the stairs”)",Huntmedownidareyou,disney,1446075923
1,False,No more Disney,2022-03-30 22:46:20,"As a huge Disney fan and a father of 3 young children, I am saddened to have to write this. Due to the stance taken in opposition to Florida’s HB 1557, Parental Rights in Education bill, we will no longer consume Disney entertainment, purchase Disney products, or visit Disney parks. The Disney+ app will be deleted from all our devices, no merchandise will be purchased, and our planned trips to Disneyland and Disney World have been canceled.

Disney has shown their true colors by supporting indoctrination, sexualization and grooming of young children. The radical support for the immoral LGBT agenda demonstrates how much Disney hates our family and Christian values. Unless Disney changes course and takes a neutral stance, our money will be spent on entertainment from wholesome companies that reflect our values.",Shoot003,disney,1446075923
1,False,This app doesn’t work on Apple TV anymore,2022-01-08 23:12:12,"For some reason, it tries to force an update on me. I don’t know why, but the update is not available on my version of Apple TV. There is no reason besides Apple trying to force me to get the new version that it is unavailable. There is a monthly payment for this service, but Apple wants to get money out of its customers, so they will sacrifice user experience just for another purchase of a product that has little differences from the last. Disney is also responsible for this, because the bells and whistles on the newer model do not change anything. There is no reason except profit that Disney and Apple are making these decisions. This is not okay. This is stealing money. This is outrageous.",Joshua Gamer 2,disney,1446075923
1,False,Needs optimization,2022-01-23 22:31:34,"App crashes a lot with search and download speeds being very slow.  Also randomly prompts to sign into the app (most of the time when iPad is not connected to wifi) which blocks us from watching anything that was downloaded.

App is pretty bad on fire stick as well, crashes a lot with generic errors that always seem to point to my internet even when all other devices are working and surfing net just fine.

When new shows launch they block the amount of people able to use app.  For such a profitable company you’d think they would be able to setup an infrastructure to support the app, especially with so many competitors able to do it so we’ll ( ie. Netflix and even peacock)",davewm12,disney,1446075923
4,False,Pretty good with one big flaw,2022-02-07 07:12:35,"This is amazing if your a huge Disney fan. Even if your not you will be hooked and want to watch all the Disney movies you didn’t before. For me a major flaw, at least in iOS, is that the watchlist if not very big. I had gone through and put possibly like a little over 100 things on my watchlist. I am not able to see them all on the app, maybe only 59 or so. Please fix this so we can see every single watchlist item, it would be nice if they were even separated between movies and tv shows/shorts.",MattW$,disney,1446075923
5,False,Love it,2022-06-05 23:25:26,I like it because it provides a lot to shows and I do not feel well it always makes me feel better by watching something on Disney+ they come out with so many new shows and so many exciting things to watch I just really like Disney+ and it provides shows for kids to so in my truthful opinion I gave it five stars if it was an option I would give it six stars so in my opinion like truthful I think that anybody who is debating to get it should get it,jjggssmm,disney,1446075923
5,False,I watched so many shows🤩,2022-08-04 15:01:55,I basically am in love with the app😍 I also have 🦚peacock and HBO Max prime video 🎥and I’m looking forward to get Netflix I’m mostly seeing 4 to 3 stars ⭐️ reviews I feel like i’m the only one ☝🏻 with a five ⭐️ stars review but if anyone else has 5 stars ⭐️You are one ☝🏻 of a kind that doesn’t have a 4 to 3 stars ⭐️ review 📝i’m in eight year old girl 👧🏿 writing this so😝 I asked my mom👩🏿 for these kind of apps so yeah I’m young anyway I just love the app I am using Way too many emojis for sure👍 so yeah #Disney+ fan,Sljohnson2209053,disney,1446075923
5,False,Love Disney+,2022-04-25 02:13:11,"I love Disney but I’m trying to update it so I can see Matilda and it put me in pg12 or 14 like no ma’am no ma’am let me see Matilda please Disney+  I love all your shows and don’t tell Netflix but I think you’re better then Netflix and  you’re the best I could ask for  in Netflix I had nothing to watch then I found you and I was so happy why cus I can find a lot of stuff here and I’m not trying to make hate on Netflix ok so please make an upgrade so I can watch more stuff like Matilda.

                                               ᘜOOᗪ ᗷYᗴ",hdbhggbjhgv,disney,1446075923
1,False,"Sends lots of spam, and difficult if not impossible to unsubscribe",2022-03-23 17:14:00,"I get lots of spam emails because of this app, and the emails do not have an unsubscribe link. Going to the suggested websites (yes, plural) requires several clicks and a login — obviously designed to keep the spam flowing. Even after jumping through those hoops, there was no clear way to unsubscribe, and there were even some circular suggestions (i.e., site A directs to site B, which then directs to site A). Shameful that Disney would harass customers for what I imagine to be extremely slight increases in dollars (then again, they seem to think that dollars are worth more than harassing customers). Hoping that they respond to reviews like this one, because their websites merit no hope.",dwj1618,disney,1446075923
4,False,Important please read🥺,2022-08-07 22:16:34,Disney’s great except three things is it only has English in Spanish and second a lot of the shows that I Like aren’t on it including the dragon prince and lots of others apart from that it’s A very good app but if you want to watch a lot of shows I would suggest having a couple other apps including Netflix and why can’t Disney and a lot of other Apps for watching a lot of stuff on have Youtubers like MrBeast infinite mark Rober and a lot ofOther Youtubers.          👍🏻👍🏻👍🏻😽😽😺😺😺😸😸🙀🙀😻😻😻🙀😽😺😸😍😇🤣😄🥹😄😆🤣😇☺️😇🙂🙃😂☺️😊🤣🙃🥰🥰😍😌😇🙃🍊🍎🍊🍋🌈🌈🌈🌈🌈🌈🌈 have a great day ✌️ ☮️ peace,mushroomhat123,disney,1446075923
5,False,It’s Great!,2022-07-29 16:27:25,"I think this is the best entertainment app there is, but a few problems, first off, I would think since it’s called Disney+ there would be every Disney movie. Second, I’m a big fan of marvel movies but there is a ton of movies missing in that category. A lot of bugs on where I’m at in my movie. I once was watching a movie, I had to pause it and then when I got back it said I was 5 minutes into the movie. This is a great app, but please try to fix these problems.",jdubs+11,disney,1446075923
1,False,Does series auto-play even a thing?,2022-04-16 15:02:03,"While casting some of my child’s favorite shows to the television, I am perplexed as to why I have to select the next episode through my phone. Instead of, you know, having the app or casting device play the next episode once the current episode is finished. It doesn’t even recommend the next episode, after it has kicked you to the ‘home’ screen. I have only used this app for 2 hours and I find it unbearable to deal with. What happened to investing in user friendliness? How are Multibillion Dollar Companies are unable to higher competent management and reviews boards? Is it the lack of user feedback? An inefficient method of using said feedback? Negligence? Who knows 🤷‍♂️",ispotato432,disney,1446075923
3,False,Casting to a device must be improved,2022-07-09 02:09:27,"Disney+ is the only streaming service I use which has an issue casting to my Chromecast Ultra. Long load times and infinite buffering using the Groupwatch feature especially. It wasn’t always like this, it worked flawlessly until this June, now suddenly Groupwatch is apparently incompatible. I try all sorts of processes (disconnecting & reconnecting, joining another session, closing/reopening the app, combinations of each) and nothing works. Even outside of Groupwatch, it’s also become a 50/50 chance as to whether or not the content I’m trying to cast will actually load.",tbrightt,disney,1446075923
1,False,Trash,2022-04-05 22:49:26,"Turning red was the turning point. I hope you know Walt Disney wouldn’t put up with this trash you’re producing. These movies aren’t for kids and you know it. Definitely boycotting this app and all your future productions. Sad sad day. As I said this is not the company Walt Disney founded and you who drive it down in the dirt and walk all over ever creative bone he had in his body ought to be ashamed. You don’t deserve to work there and most of all he would fire every last one of you for producing this trash. I hope you lose everything and come to your senses.  Walt Disney was about magic, childhood, wonderment. You guys are all about yourselves and how you can control and brainwash kids to believe the way you do. Sad. Just sad.",Scotty Marcelo,disney,1446075923
4,False,Standard streaming with some bugs,2022-02-18 16:41:22,"Disney+ please fix your autoplay function. My autoplay setting is ON and yet your app will not start the timer to autoplay the next episode at end credits or even after the video’s runtime ends while I’m trying watching a show and just let it run. When I want to put on a show as background noise is it very tedious to have to stop what I’m doing every 20 minutes to go back to my phone to manually play every next episode myself. If autoplay is a promised feature, keep it functional.",Lily Shimizu,disney,1446075923
3,False,Great app but horrible for watch parties,2022-04-07 03:59:21,"My friend and I do watch parties every other weekend. But the app falls short of working smoothly. When you send a link to invite others to join the person who receives the invite has trouble joining the party. The invite first prompt you to download the app which is an immediate clue there’s a bug cause we are both using iPads. Next you’re forced to login again, but your login doesn’t work. We have tried this with me and my friend getting the same results. So we are forced to try and synchronize our starting of movie to watch at same time.",Leesha47,disney,1446075923
5,False,Bring Back Playhouse Disney!!!😃,2022-03-24 23:10:04,"Disney+, could you PLEASE add Stanley, Bear In The Big Blue House, Koala Brothers, Shana’s Show, PB&J Otter, JoJo’s Circus, Captain Carlos, Rolie Polie Olie: The Great Defender of Fun, Rolie Polie Olie: The Baby Bot Chase, The Book of Pooh: Stories From The Heart, Stanley’s Dinosaur Roundup and Stanley’s Great Big Book of Adventure into Disney along with The Book of Pooh, Rolie Polie Olie, Higglytown Heroes, Out of The Box and The New Adventures of Winnie the Pooh? I miss watching my favorite episode and I’ve also wanted you to add new collections: The Classic Playhouse Disney Collection, The Rolie Polie Olie Collection and Stanley Collection. PLEASE MAKE MY WISH COME TRUE!

- Evan Metzler",elephant2222,disney,1446075923
5,False,Great,2022-09-18 04:17:12,I absolutely love this app the only problem is that for a couple weeks I couldn’t get into it because it’s a Disney+ was having a problem and it said I had weird Internet connection and I don’t know if it was me but for the past week I couldn’t get it but other than that I’ve had no problems with Disney+ at all and I absolutely love this app I eat it most of the time. and I do think it’s a great thing that the studying to add a couple adult shows to Disney+,poop 232323232323232323232,disney,1446075923
2,False,i hope you see this.,2022-06-29 17:16:07,"listen i  LOVE Disney plus and this may sound stupid but why is owl house and probably some other series/movies of the lgbtq+ kind getting cut off, I’m hoping Disney is not homophobic lgbtq+ shows ARE also or children but teens and adults are watching Disney too just know, this is only putting the Disney company in trouble do you know some who cares a lot can sue you and send every show to another company like Netflix ect. There are many other places to watch the shows on Disney. Please see this an I hope you understand because if these lgbtq+  shows that I absolutely love stops then I will hope for Disney to be sued",jaahaahahawusgahabba,disney,1446075923
1,False,Disney + is ripping me off and I’m paying for something I can’t even use!,2022-03-10 08:10:33,"I have download it and then uninstalled and then re-downloaded the Disney+ app several times now, and every time I tried to go login, it’s not letting me in the app! It’s saying try again, or there was a problem. What’s the point of using an app that I’m paying for if I can’t actually get into it and use it? I have the right password, and I’ve even updated it several times, and it’s still not working for me. I’m not about to go and sign up for another account, especially since I tried to, and it says please try again later because, That’s not working either. This is getting really ridiculous.!",BBQQ7900,disney,1446075923
4,False,I love Disney plus but…,2022-04-10 18:59:20,"Disney plus is great I can find so many old shows that they don’t show on Disney anymore and I can discover new (old) shows that perk my interest and that I can watch anytime the only problem is that it takes a while to put new episodes from certain shows on there like: Miraculous, Owl House, Amphibia, etc. I just wish they could be a bit quicker with putting new episodes, shows and movies on Disney plus other than that I still love using Disney plus.

Thank you for reading! ❤️",Princess_DJ_KW,disney,1446075923
4,False,I Love Disney+ but it has MAJOR Flaw,2022-01-09 18:19:52,"I love Disney+. All the great shows really really great. Like the old Ducktales and Mickey Mouse, BUT it has one MAJOR FLAW. TURNER AND HOOCH MUST BE RENEWED!!!!! The show is really great. Every Wednesday I look forward to that NEW episode of Turner and hooch on Disney+. But now a NEW episode won’t be coming on every Wednesday. That was my favorite show. I would not be surprised if half the people on Disney+ are mad at you guys. SO PLEASE CONSIDER RENEWING TURNER AND HOOCH!!!!! It would mean so much to me and all the other viewers. Other than that keep up the good work I love this app!!!!!!! Especially Dug Days. You really need to renew it",Rica🐶🐶🐶🍟❤️❤️❤️❤️🐕‍🦺,disney,1446075923
5,False,Disney+,2022-08-13 16:07:32,Of all the movie channels that I have purchased Disney has outdone them all so glad that I got it this month will continue to get it every month thank you so much for your spectacular content the only complaint that I would have is the Movies load extremely slow and I have a new Apple phone so I don’t think it’s the problem everything else loads very fast other than that Best movie channel i have ever purchased by far!,Butterflyrain1055,disney,1446075923
3,False,Poorly made app for a great service,2022-08-08 04:55:21,"While the Disney+ service is excellent, the streaming app leaves a lot to be desired. I’m constantly loosing control of the stream, unable to pause or otherwise control the steam, including turning closed captions off, which seem to be turned on by default. In fact, the app continues to stream anything I choose to watch, but every indication is that nothing is streaming, until I try to stream something else, when the app tells me it’s streaming something else, to which I can’t get access.

Get your app in order, please, Disney.",Doc Ryder,disney,1446075923
5,False,The best streaming service out there by FAR,2022-06-22 14:53:55,"Disney has become my favorite company with the best streaming service available. They are doing amazing things with Starwars and Marvel. The constant stream of my favorite content, it’s worth above and beyond what you pay for the service. The best part is, Disney+ saves me the trip to the theater to watch new movies! I have something to look forward to every single week. I’d give more than 5 stars if I could. Keep it up Disney!",Mansy168564467,disney,1446075923
5,False,Amazing for all ages!,2022-01-27 18:04:19,It doesn’t matter whether you’re an adult or a child this app is great for all ages if you want to watch movies like in the marvel section then there are great movies also there are sections likeNational Geographic Pixar and last but not least the Disney section  you can also watch from any device on the same account if you’re on the goYou can even download movies so that you can watch from anywhere!!!! Highly recommend 100%,izoita,disney,1446075923
4,False,Great app! Needs more Diversity …,2022-07-15 04:05:14,"All in all this app has been Entertaining as well as Nostalgic!! 😄..I love how it has a Variety of Classics and New things !! I’d also like to knowledge that they do make an effort to have a “Black Voices” Collection, As well as a “Pacific islander “ Collection ,That’s great !! But I’d really appreciate it if you could Consider and possibly create a “Latino/ Afro Latino “ Collection to the Mix!! It would be Deeply appreciated if I saw more roles that looked like me or could relate to other Latino/Hispanic communities.. 😁

                                                                  ~Jazlynn S.   Ubaldo",🍄 Wavy Head🍄,disney,1446075923
3,False,Downloads Need Work,2022-09-02 16:12:53,"The app is alright, my biggest complaint is the downloads. Even when I download any movies or TV shows, it’s very on/off whether it works or not. I make sure to turn my phone on airplane mode after downloading to make sure it works. Even after doing this, the download sometimes doesn’t work when I don’t have service and sometimes it does work. It makes it very frustrating when I go on my phone later and the movie I wanted to watch isn’t working at all. Not sure why this happens, problem needs fixed.",Sydsquid55,disney,1446075923
5,False,Good,2022-07-18 02:49:39,I gave this a five star rating cause I think they deserve it. It has all Disney movies and i can watch them whenever. I don’t have to worry about movies being scary or for like adults because it’s Disney and you can have the kids setting on. I recommend this when wanting to watch family friendly movies. Maybe a couple bugs they can fix but I love how you are able to do group watches and watch it live with your friends.,PurpleBear_2020,disney,1446075923
3,False,"Amazing content, mediocre app design",2022-07-17 17:04:54,"I love seeing all of the movies from my childhood. And it is also wonderful to be able to share those movies with my children now. However your app design is sucky. It isn’t as user friendly as it can be. Also, is it just my phone or does the rewind function not show thumbnails of still shots to know how far you are rewinding back? This is one of the most frustrating things on the app. Oh and just to be petty, it is not 2002, it does not need to say buffering while the content is loading. Get with the times Disney geez!",Nici_ supacoolin,disney,1446075923
5,False,All the shows are very organize,2022-07-06 21:24:32,It is so sorted like the new things that are just out. It has different options like marvel Pixar and one of my favorites National Geographic because I like animals very much. It knows what you like to watch and put together a recommended list of things you might like. You can pick a picture for your profile that are all the carters in shows and movies in Disney. So I thing you who is reading this should get Disney+,kitsune181818,disney,1446075923
3,False,Auto next episode,2022-01-08 01:38:52,"It would be sooo much better to let it auto play the next episode even if you’ve been watching for hours.. after a hour you have to click play next episode even though it was already auto clicking play next episode a hour ago. Now I have to keep clicking the next episode myself.. it gets a little upsetting because I love binge watching. If they think I’m not watching anymore just do what Netflix does which is I’m still here, don't ask again option and it will keep the auto next episode on.",Keijh,disney,1446075923
4,False,Love but needs improvement,2022-08-08 04:42:43,"I love Disney, but the Disney+ app take all my storage and battery. I love all the choices on what to watch. From Marvel to Pixar, there is a wide variety to pick from. I wish the new movies could be a little more interesting. I also wish the would make more movie ideas, not like more and more sequels. Give us something new! Can’t wait for Disney to get better and better! I love the variety of shows that come out like the The Mandalorian/Star Wars to Ms Marvel/ Marvel. I’m so excited for the future of Disney!",🐕dog tastic,disney,1446075923
3,False,Must have patience,2022-08-09 21:28:58,"I cannot be the only person that gets annoyed with the automatic subtitles. I wish that it would default to ‘Off’ the first time I clicked it. But no, if I’ve turned it off once, I’ve turned it off 9,497 times. It’s make my eye twitch when I swap shows or change movies and I have to, AGAIN, remove them. Don’t get me wrong, I’m glad Disney is providing accessibility in many languages but I feel like this needs to be an option that is selected and customized under ‘App Settings’ and not something that has to, annoyingly, be selected EVERY SINGLE TIME.",K-Jude,disney,1446075923
4,False,Nice app! Just one thing.,2022-04-04 21:51:21,"Disney+ is such a great app. It has all Disney, Pixar, Marvel, etc movies. Why don’t they put more movies and shows in?

           Disney+ has almost everything. You might be thinking, “What’s wrong with almost everything? At least it’s something!” Well yes, it’s a great app with almost a quarter of the world downloading it, but maybe they need to add a bit more? Do you have a favorite show? Favorite movie? Favorite series? It might be on Disney+! Or it might not be. 

     Over all, Disney+ is great! You should download it!",Alana Cortez,disney,1446075923
5,False,Good but one glitch,2022-05-22 12:01:42,"Okay so when the update came it had me download the the update. But that is not the problem. When I installed the update, it had the cloud and arrow symbol again! I tried again but it happened again! So after 3 more times, it had no cloud and arrow symbol but it re-downloaded its self AGAIN!! Ugh  I still don’t think it is ready to log onto. Thank you for reading.             

P.S: I’m using an iPad. I have enough device storage.",wolfa rat,disney,1446075923
5,False,AMAZINGGG!!!!!!!!!,2022-01-18 04:37:31,I absolutely love Disney plus they have all of the shows that I grew up watching on there and they also have new movies and shows on there as well which is also great. Everything runs smoothly on the app and it’s very cheap to pay for which I love. The only thing I wish Disney plus had was a live feature where you could watch Disney channel live both old shows and new that would be perfect. This app is worth getting!!!!!!!,khammille,disney,1446075923
5,False,"100% worth it,everything i wanted and more",2022-07-25 22:37:26,"Awesome app.
Recommend strongly.
Lots of amazing movies and shows for kids and adults.
has marvel and star wars + lots of other cool movies and shows which is pretty uncommon in most streaming services. I have not really had to much technical difficulties or problems with the app,or at least not enough to have it worth mentioning and everything thing major has been fixed in updates. Great app,truly.",an elephantbookworm,disney,1446075923
